Filtered for "filter_none" values in Rec column: 0 rows
rec_id	event_id	Rec	parent	parent_type	unknown	domain	similarity	count_Rec	count_parent
81	91	NOV_Cry8Ja1_60.3_PEE68563.1	BT_Cry8Ha1;BT_Cry8Hb1;NOV_Cry8Ha1_89.4_ABB29866.1;NOV_Cry8Ha1_89.8_ATY50148.1	major	no	domain2	55.71327567821358	1	4
==================================
Filtered for "filter_noncongruent" values in Rec column: 24 rows
rec_id	event_id	Rec	parent	parent_type	unknown	domain	similarity	count_Rec	count_parent
32	4	BT_Cry1Bb1;NOV_Cry1Ie5_79.3_PQQ47595.1	BT_Cry1Fb1;BT_Cry1Ja1	minor	no	domain3	77.6315789473684	2	2
32	4	BT_Cry1Bb1	BT_Cry1Bd1	major	no	domain1	89.19136419136422	1	1
32	4	BT_Cry1Bb1	BT_Cry1Bd1	major	no	domain2	85.04388101305703	1	1
86	79	BT_Cry1Ca11;BT_Cry1Ea10;NOV_Cry1Ea10_93.2_AAX86871.1	BT_Cry1Da1;BT_Cry1Db1;BT_Cry1Ha1;BT_Cry1Hb1;NOV_Cry1Da1_83.2_AIW52615.1;NOV_Cry1Ha1_85.7_AIW52616.1	minor	yes	domain3	-53.15489882932118	3	6
86	79	BT_Cry1A-like;BT_Cry1Aa10;BT_Cry1Ab12;BT_Cry1Ab2;BT_Cry1Ac39;BT_Cry1Ad1;BT_Cry1Ag1;BT_Cry1Ah2;BT_Cry1Ai1;BT_Cry1Ea10;BT_Cry1Eb1;NOV_Cry1Ab12_91.4_AAK14338.1;NOV_Cry1Ab32_92.7_AAK14337.1;NOV_Cry1Ac23_90.7_CAQ03747.1;NOV_Cry1Ad2_87.7_AIW52617.1;NOV_Cry1Ea10_93.2_AAX86871.1	BT_Cry1Da1;BT_Cry1Db1;NOV_Cry1Da1_83.2_AIW52615.1	major	no	domain1	65.58793035342966	16	3
86	79	BT_Cry1Ea10;BT_Cry1Eb1;NOV_Cry1Ea10_93.2_AAX86871.1	BT_Cry1Ca11;BT_Cry1Cb1;BT_Cry1Da1;BT_Cry1Db1;BT_Cry1Na1;BT_Cry1Nb1;NOV_Cry1Da1_83.2_AIW52615.1;NOV_Cry1Da1_84.8_ABK35074.1	major	no	domain2	54.480798089320096	3	8
58	77	BT_Cry1Ba1;BT_Cry1Bb1;BT_Cry1Bd1;BT_Cry1Be1;BT_Cry1Bf1;BT_Cry1Bg1;BT_Cry1Bh1;BT_Cry1Bi1;BT_Cry1Bj1;BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ie4;BT_Cry1Ig1;BT_Cry1Ka2;BT_Cry1Ma1;NOV_Cry1Ie5_79.3_PQQ47595.1	BT_Cry8Ad1;BT_Cry8Da1;BT_Cry8Db1;BT_Cry8Ra1	minor	no	domain1	63.42855056434666	18	4
58	77	BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ie4;BT_Cry1Ig1;NOV_Cry1Ie5_79.3_PQQ47595.1	BT_Cry1Ba1;BT_Cry1Bb1;BT_Cry1Bd1;BT_Cry1Be1;BT_Cry1Bf1;BT_Cry1Bg1;BT_Cry1Bh1;BT_Cry1Bi1;BT_Cry1Bj1	major	no	domain2	67.84763607156889	7	9
58	77	BT_Cry1A-like;BT_Cry1Aa10;BT_Cry1Ab12;BT_Cry1Ab2;BT_Cry1Ad1;BT_Cry1Ag1;BT_Cry1Bb1;BT_Cry1Fa1;BT_Cry1Fb1;BT_Cry1Ga2;BT_Cry1Gb1;BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ie4;BT_Cry1Ig1;BT_Cry1Ja1;BT_Cry1Ka2;BT_Cry1Ma1;BT_Cry1Na1;BT_Cry1Nb1;BT_Cry3Ba1;BT_Cry3Bb1;BT_Cry8Da1;BT_Cry8Ha1;BT_Cry8Hb1;BT_Cry9Ga1;NOV_Cry1Ab12_91.4_AAK14338.1;NOV_Cry1Ab32_92.7_AAK14337.1;NOV_Cry1Ad2_87.7_AIW52617.1;NOV_Cry1Da1_84.8_ABK35074.1;NOV_Cry1Ga1_77.9_AX098669.1;NOV_Cry1Ie5_79.3_PQQ47595.1;NOV_Cry8Da1_43.7_ANC11094.1;NOV_Cry8Ha1_89.4_ABB29866.1;NOV_Cry8Ha1_89.8_ATY50148.1	BT_Cry1Ac39;BT_Cry1Ah2;BT_Cry1Ai1;BT_Cry1Ba1;BT_Cry1Bd1;BT_Cry1Be1;BT_Cry1Bf1;BT_Cry1Bg1;BT_Cry1Bh1;BT_Cry1Bi1;BT_Cry1Bj1;BT_Cry1Cb1;BT_Cry1Eb1;BT_Cry1Jb1;BT_Cry1La1;BT_Cry9Aa1;BT_Cry9Ba1;BT_Cry9Bb1;BT_Cry9Ca1;BT_Cry9Da1;BT_Cry9Db1;BT_Cry9Dc1;BT_Cry9Ea10;BT_Cry9Eb1;BT_Cry9Ec1;BT_Cry9Ed1;BT_Cry9Ee1;BT_Cry9Fa1;NOV_Cry1Ac23_90.7_CAQ03747.1	major	no	domain3	57.78328421548069	37	29
13	9	BT_Cry1Ja1	BT_Cry1Fb1	minor	no	domain3	90.58823529411758	1	1
13	9	BT_Cry1Ja1	BT_Cry1Jb1;BT_Cry1Jd1;NOV_Cry1Jc1_99.1_AAS93799.1	major	no	domain1	81.63021363750805	1	3
13	9	BT_Cry1Ja1;BT_Cry1Jb1	BT_Cry1Jd1;NOV_Cry1Jc1_99.1_AAS93799.1	major	no	domain2	78.26699335377569	2	2
70	54	BT_Cry1Jb1	BT_Cry9Ea10;BT_Cry9Ec1;BT_Cry9Ed1	minor	no	domain3	55.3279478226194	1	3
70	54	BT_Cry1Jb1	BT_Cry1Jd1;NOV_Cry1Jc1_99.1_AAS93799.1	major	no	domain1	90.2208201892745	1	2
70	54	BT_Cry1Ja1;BT_Cry1Jb1	BT_Cry1Jd1;NOV_Cry1Jc1_99.1_AAS93799.1	major	no	domain2	74.8466257668712	2	2
95	106	BT_Cry30Aa1	BT_Cry30Ea1;NOV_Cry30Ga2_64.5_ARJ25665.1	minor	yes	domain2	-75.2475247524752	1	2
95	106	BT_Cry30Aa1;BT_Cry30Ea1	BT_Cry30Fa1	major	no	domain1	79.91452991452991	2	1
95	106	BT_Cry30Aa1	BT_Cry30Fa1	major	no	domain3	78.1431334622824	1	1
94	105	BT_Cry30Ea1	NOV_Cry30Ga2_64.5_ARJ25665.1	minor	yes	domain2	-69.44065484311051	1	1
94	105	BT_Cry30Aa1;BT_Cry30Ea1	BT_Cry30Ca1;NOV_Cry30Ca1_66.6_BAD00052.1	major	no	domain1	69.4688056267095	2	2
94	105	BT_Cry30Ea1	BT_Cry30Aa1;BT_Cry30Ca1;BT_Cry30Fa1;BT_Cry30Ga1	major	no	domain3	67.13486703250321	1	4
24	58	BT_Cry40Ca1	BT_Cry40Ba1	minor	no	domain1	83.07254623044099	1	1
24	58	BT_Cry40Ca1;NOV_Cry40Aa1_67.9_CQ868314.1	BT_Cry40Aa1	major	no	domain2	78.25421133231241	2	1
24	58	BT_Cry40Ca1	BT_Cry40Aa1;BT_Cry52Ca1	major	no	domain3	71.6186252771619	1	2
53	69	BT_Cry41Ba2	NOV_Cry41Ca1_50.4_AZJ24166.1	minor	no	domain2	66.6666666666667	1	1
53	69	BT_Cry41Ba2	BT_Cry32Pa1	major	no	domain1	55.5693069306931	1	1
53	69	BT_Cry41Ba2;NOV_Cry41Ba2_47.9_BAD35157.1	BT_Cry32Pa1;BT_Cry32Wa1	major	no	domain3	55.21235521235521	2	2
79	110	BT_Cry54Ba1	BT_Cry19Aa1;BT_Cry19Ba1;BT_Cry19Ca1;BT_Cry52Aa1;BT_Cry52Ba1;BT_Cry52Ca1;NOV_Cry19Ba1_74.0_AGV55021.1;NOV_Cry52Ca1_62.9_AZJ24464.1	minor	yes	domain2	-51.03394960809404	1	8
79	110	BT_Cry54Ba1	BT_Cry54Aa1;NOV_Cry54Aa1_88.1_AFU17344.1	major	no	domain1	71.267252195734	1	2
79	110	BT_Cry54Aa1;BT_Cry54Ba1;NOV_Cry4Ca2_48.4_AZJ24771.1	NOV_Cry54Aa1_88.1_AFU17344.1	major	no	domain3	54.3956043956044	3	1
49	89	BT_Cry7Ba1;BT_Cry7Ia1	BT_Cry7Da1	minor	no	domain3	68.82591093117409	2	1
49	89	BT_Cry7Ba1;BT_Cry7Bb1;BT_Cry7Ia1;NOV_Cry7Ba1_84.3_AFI42043.1	BT_Cry8Ia3;BT_Cry8Ib1	major	no	domain1	57.33157199471599	4	2
49	89	BT_Cry7Ia1	BT_Cry8Ga1;BT_Cry8Ia3;BT_Cry8Ib1;BT_Cry8Ka1;BT_Cry8Ka3;BT_Cry8Kb1;NOV_Cry8Kb1_73.3_APT36283.1	major	no	domain2	47.727252667719895	1	7
78	59	BT_Cry8Ba1;BT_Cry8Fa2;BT_Cry8Ga1;NOV_Cry8Ba1_88.6_AEP25412.1	BT_Cry7Aa1;BT_Cry7Ab1;BT_Cry7Ab5;BT_Cry7Ac1;BT_Cry7Ba1;BT_Cry7Bb1;BT_Cry7Da1;BT_Cry7Ia1;BT_Cry7Ka1;BT_Cry7Kb1;NOV_Cry7Ba1_84.3_AFI42043.1	minor	yes	domain3	-50.564309369843706	4	11
78	59	BT_Cry8Ba1;NOV_Cry8Ba1_88.6_AEP25412.1	BT_Cry8Bc1	major	no	domain1	89.23004919143709	2	1
78	59	BT_Cry8Ba1;BT_Cry8Pa1;NOV_Cry8Ba1_88.6_AEP25412.1	BT_Cry8Bc1	major	no	domain2	72.16180456951075	3	1
84	25	BT_Cry8Db1;NOV_Cry8Db1_49.9_WP_103653049.1;NOV_Cry8Db1_51.1_PNK22955.1	BT_Cry1Fa1;BT_Cry1Ig1;BT_Cry1Ka2;BT_Cry3Ba1;BT_Cry3Bb1;BT_Cry8Da1;BT_Cry8Ha1;BT_Cry8Hb1;NOV_Cry8Da1_43.7_ANC11094.1;NOV_Cry8Ha1_89.4_ABB29866.1;NOV_Cry8Ha1_89.8_ATY50148.1	minor	yes	domain3	-51.88246638910776	3	11
84	25	BT_Cry8Db1	BT_Cry8Da1	major	no	domain1	100.0	1	1
84	25	BT_Cry8Db1	BT_Cry8Da1	major	no	domain2	97.0802919708029	1	1
30	43	BT_Cry8Na1	BT_Cry8Sa1	minor	no	domain2	77.9020979020979	1	1
30	43	BT_Cry8Ca1;BT_Cry8Na1	BT_Cry8Ga1;BT_Cry8Ka1;BT_Cry8Ka3;BT_Cry8Kb1;NOV_Cry8Kb1_73.3_APT36283.1	major	no	domain1	60.99626474046972	2	5
30	43	BT_Cry8Na1	BT_Cry8Ka1;BT_Cry8Ka3	major	no	domain3	56.55605087093637	1	2
77	30	BT_Cry1Ba1;BT_Cry1Jb1;BT_Cry9Aa1;BT_Cry9Ba1;BT_Cry9Bb1;BT_Cry9Ca1;BT_Cry9Da1;BT_Cry9Db1;BT_Cry9Dc1;BT_Cry9Ea10;BT_Cry9Eb1;BT_Cry9Ec1;BT_Cry9Ed1;BT_Cry9Ee1	BT_Cry68Aa1;NOV_Cry68Aa1_74.8_WP_103592020.1;NOV_Cry68Aa1_80.1_PEU91245.1;NOV_Cry9Ga1_57.2_PEU81077.1	minor	yes	domain3	-50.37558193913883	14	4
77	30	BT_Cry9Aa1;BT_Cry9Ga1	NOV_Cry9Ga1_57.2_PEU81077.1	major	no	domain1	68.9747003994674	2	1
77	30	BT_Cry9Aa1;BT_Cry9Ga1	NOV_Cry9Ga1_57.2_PEU81077.1	major	no	domain2	64.9805447470817	2	1
6	16	BT_Cry9Eb1	BT_Cry9Da1	minor	no	domain3	95.4976303317536	1	1
6	68	BT_Cry9Da1;BT_Cry9Db1;BT_Cry9Dc1;BT_Cry9Eb1;BT_Cry9Fa1	BT_Cry9Ea10;BT_Cry9Ec1;BT_Cry9Ed1;BT_Cry9Ee1	minor	yes	domain1	-71.5484508488819	5	4
6	68	BT_Cry9Eb1	BT_Cry9Ea10	major	no	domain2	92.72151898734181	1	1
65	46	BT_Cry24Ca1;BT_Cry40Ba1;NOV_Cry24Aa1_98.3_WP_086403584.1	NOV_Cry41Ca1_50.4_AZJ24166.1	minor	no	domain3	61.0337972166998	3	1
65	46	NOV_Cry24Aa1_98.3_WP_086403584.1	NOV_Cry24Aa1_60.8_BAD32657.1	major	no	domain1	81.78807947019871	1	1
65	46	NOV_Cry24Aa1_98.3_WP_086403584.1	NOV_Cry24Aa1_60.8_BAD32657.1	major	no	domain2	77.1428571428572	1	1
15	92	NOV_Cry2Ak1_76.8_AX513524.1	BT_Cry2Ba2	minor	no	domain1	89.6039603960396	1	1
15	92	BT_Cry2Ac10;NOV_Cry2Ak1_76.8_AX513524.1	BT_Cry2Aa3;BT_Cry2Ab12;BT_Cry2Ab15;BT_Cry2Ad5;BT_Cry2Af1;BT_Cry2Ag1;BT_Cry2Ah3;BT_Cry2Ak1;BT_Cry2Al1;NOV_Cry2Ab4_93.2_AIT70915.1;NOV_Cry2Ah2_92.7_AX098631.1	major	yes	domain2	-62.426207368918256	2	11
15	92	NOV_Cry2Ak1_76.8_AX513524.1	BT_Cry2Aa13;BT_Cry2Aa3;BT_Cry2Ab12;BT_Cry2Ab15;BT_Cry2Ad5;BT_Cry2Af1;BT_Cry2Ag1;BT_Cry2Ah3;BT_Cry2Ai1;BT_Cry2Ak1;BT_Cry2Al1;NOV_Cry2Ab4_93.2_AIT70915.1;NOV_Cry2Ah2_92.7_AX098631.1	major	yes	domain3	-80.36877434039391	1	13
89	12	BT_Cry11Ba1;BT_Cry11Bb1;BT_Cry12Aa1;BT_Cry13Aa1;BT_Cry14Aa1;BT_Cry14Ab1;BT_Cry16Aa1;BT_Cry17Aa1;BT_Cry18Aa1;BT_Cry18Ba1;BT_Cry18Ca1;BT_Cry19Aa1;BT_Cry19Ba1;BT_Cry19Ca1;BT_Cry1A-like;BT_Cry1Aa10;BT_Cry1Ab12;BT_Cry1Ab2;BT_Cry1Ac39;BT_Cry1Ad1;BT_Cry1Ag1;BT_Cry1Ah2;BT_Cry1Ai1;BT_Cry1Ba1;BT_Cry1Bb1;BT_Cry1Bd1;BT_Cry1Be1;BT_Cry1Bf1;BT_Cry1Bg1;BT_Cry1Bh1;BT_Cry1Bi1;BT_Cry1Bj1;BT_Cry1Ca11;BT_Cry1Cb1;BT_Cry1Da1;BT_Cry1Db1;BT_Cry1Ea10;BT_Cry1Eb1;BT_Cry1Fa1;BT_Cry1Fb1;BT_Cry1Ga2;BT_Cry1Gb1;BT_Cry1Ha1;BT_Cry1Hb1;BT_Cry1Ia11;BT_Cry1Ia18;BT_Cry1Ic1;BT_Cry1Id1;BT_Cry1Ie4;BT_Cry1Ig1;BT_Cry1Ja1;BT_Cry1Jb1;BT_Cry1Jd1;BT_Cry1Ka2;BT_Cry1La1;BT_Cry1Ma1;BT_Cry1Na1;BT_Cry1Nb1;BT_Cry20Aa1;BT_Cry20Ba2;BT_Cry21Aa1;BT_Cry21Ba1;BT_Cry21Ca1;BT_Cry21Da1;BT_Cry21Fa1;BT_Cry21Ga1;BT_Cry21Ha1;BT_Cry24Ca1;BT_Cry24Da1;BT_Cry26Aa1;BT_Cry27Aa1;BT_Cry28Aa2;BT_Cry29Aa1;BT_Cry2Aa13;BT_Cry2Aa3;BT_Cry2Ab12;BT_Cry2Ab15;BT_Cry2Ac10;BT_Cry2Ad5;BT_Cry2Af1;BT_Cry2Ag1;BT_Cry2Ah3;BT_Cry2Ai1;BT_Cry2Ak1;BT_Cry2Al1;BT_Cry2Ba2;BT_Cry31Aa6;BT_Cry31Ab1;BT_Cry31Ac1;BT_Cry31Ad1;BT_Cry32Aa1;BT_Cry32Ba1;BT_Cry32Ca1;BT_Cry32Cb1;BT_Cry32Da1;BT_Cry32Ea1;BT_Cry32Ea2;BT_Cry32Fa1;BT_Cry32Ga1;BT_Cry32Ha1;BT_Cry32Hb1;BT_Cry32Ia1;BT_Cry32Ja1;BT_Cry32Ka1;BT_Cry32La1;BT_Cry32Ma1;BT_Cry32Mb1;BT_Cry32Na1;BT_Cry32Oa1;BT_Cry32Pa1;BT_Cry32Qa1;BT_Cry32Ra1;BT_Cry32Sa1;BT_Cry32Ta1;BT_Cry32Ua1;BT_Cry32Va1;BT_Cry32Wa1;BT_Cry39Aa1;BT_Cry3Aa10;BT_Cry3Ba1;BT_Cry3Bb1;BT_Cry3Ca1;BT_Cry40Aa1;BT_Cry40Ba1;BT_Cry40Ca1;BT_Cry40Da1;BT_Cry41Ba1;BT_Cry41Ba2;BT_Cry43Aa1;BT_Cry43Ba1;BT_Cry43Ca1;BT_Cry43Cb1;BT_Cry43Cc1;BT_Cry44Aa1;BT_Cry47Aa1;BT_Cry48Aa1;BT_Cry48Ab1;BT_Cry4Aa1;BT_Cry4Ca1;BT_Cry52Aa1;BT_Cry52Ba1;BT_Cry52Ca1;BT_Cry53Aa1;BT_Cry53Ab1;BT_Cry54Aa1;BT_Cry54Ba1;BT_Cry56Aa1;BT_Cry57Ab1;BT_Cry58Aa1;BT_Cry59Aa1;BT_Cry59Ba1;BT_Cry5Ab1;BT_Cry5Ba1;BT_Cry5Ca1;BT_Cry5Da1;BT_Cry5Ea2;BT_Cry61Aa1;BT_Cry62Aa1;BT_Cry63Aa1;BT_Cry65Aa2;BT_Cry67Aa2;BT_Cry68Aa1;BT_Cry69Aa1;BT_Cry69Ab1;BT_Cry70Aa1;BT_Cry70Ba1;BT_Cry70Bb1;BT_Cry71Aa1;BT_Cry72Aa1;BT_Cry73Aa1;BT_Cry7Aa1;BT_Cry7Ab1;BT_Cry7Ab5;BT_Cry7Ac1;BT_Cry7Ba1;BT_Cry7Bb1;BT_Cry7Cb1;BT_Cry7Da1;BT_Cry7Fa1;BT_Cry7Ga2;BT_Cry7Gb1;BT_Cry7Gc1;BT_Cry7Gd1;BT_Cry7Ha1;BT_Cry7Ia1;BT_Cry7Ja1;BT_Cry7Ka1;BT_Cry7Kb1;BT_Cry7La1;BT_Cry8Aa1;BT_Cry8Ab1;BT_Cry8Ac1;BT_Cry8Ad1;BT_Cry8Ba1;BT_Cry8Bc1;BT_Cry8Ca1;BT_Cry8Da1;BT_Cry8Db1;BT_Cry8Ea2;BT_Cry8Fa2;BT_Cry8Ga1;BT_Cry8Ha1;BT_Cry8Hb1;BT_Cry8Ia3;BT_Cry8Ib1;BT_Cry8Ja1;BT_Cry8Ka1;BT_Cry8Ka3;BT_Cry8Kb1;BT_Cry8La1;BT_Cry8Na1;BT_Cry8Pa1;BT_Cry8Qa1;BT_Cry8Ra1;BT_Cry8Sa1;BT_Cry8Ta1;BT_Cry9Aa1;BT_Cry9Ba1;BT_Cry9Bb1;BT_Cry9Ca1;BT_Cry9Da1;BT_Cry9Db1;BT_Cry9Dc1;BT_Cry9Ea10;BT_Cry9Eb1;BT_Cry9Ec1;BT_Cry9Ed1;BT_Cry9Ee1;BT_Cry9Fa1;BT_Cry9Ga1;NOV_Cry10Aa1_94.4_ABW89736.1;NOV_Cry10Aa1_97.0_ABW89733.1;NOV_Cry10Aa1_97.2_ABW89735.1;NOV_Cry11Aa1_95.8_ABW89741.1;NOV_Cry11Aa1_99.2_AXJ97555.1;NOV_Cry13Aa1_50.1_ANS46780.1;NOV_Cry14Aa1_41.1_PGW46198.1;NOV_Cry14Aa1_44.0_PGW42274.1;NOV_Cry14Ab1_42.4_PGW46196.1;NOV_Cry14Ab1_85.6_AXE15628.1;NOV_Cry19Aa1_29.2_PEA88281.1;NOV_Cry19Ba1_74.0_AGV55021.1;NOV_Cry1Ab12_91.4_AAK14338.1;NOV_Cry1Ab32_92.7_AAK14337.1;NOV_Cry1Ac23_90.7_CAQ03747.1;NOV_Cry1Ad2_87.7_AIW52617.1;NOV_Cry1Da1_83.2_AIW52615.1;NOV_Cry1Da1_84.8_ABK35074.1;NOV_Cry1Ea10_93.2_AAX86871.1;NOV_Cry1Ga1_77.9_AX098669.1;NOV_Cry1Ha1_85.7_AIW52616.1;NOV_Cry1Ia24_22.2_CAP40039.1;NOV_Cry1Ie2_23.3_ATF15267.1;NOV_Cry1Ie5_79.3_PQQ47595.1;NOV_Cry1Jc1_99.1_AAS93799.1;NOV_Cry20Ba2_80.0_AGV55017.1;NOV_Cry21Aa2_44.6_AZR80772.1;NOV_Cry21Ba1_28.9_PEZ39117.1;NOV_Cry21Ca1_38.9_AEH76823.1;NOV_Cry21Ca2_37.1_AOM14729.1;NOV_Cry21Ca2_64.6_AZR80780.1;NOV_Cry21Ca2_65.9_AZR80774.1;NOV_Cry21Fa1_31.0_OTW70091.1;NOV_Cry21Fa1_47.3_OTY57628.1;NOV_Cry24Aa1_60.8_BAD32657.1;NOV_Cry24Aa1_98.3_WP_086403584.1;NOV_Cry25Aa1_97.8_OUB78400.1;NOV_Cry27Aa1_80.8_AGV55018.1;NOV_Cry29Aa1_96.4_OUC03129.1;NOV_Cry2Ab4_93.2_AIT70915.1;NOV_Cry2Ah2_92.7_AX098631.1;NOV_Cry2Ak1_76.8_AX513524.1;NOV_Cry2Ba1_29.9_AEX63666.1;NOV_Cry30Ca1_66.6_BAD00052.1;NOV_Cry30Ga2_64.5_ARJ25665.1;NOV_Cry32Ea2_41.9_AQM56938.1;NOV_Cry32Ea2_45.2_WP_087949412.1;NOV_Cry32Hb1_41.4_AQX37181.1;NOV_Cry32Ma1_57.7_AXY11484.1;NOV_Cry32Ta1_48.0_AQX37180.1;NOV_Cry32Ua1_65.2_AQM56939.1;NOV_Cry32Va1_61.0_WP_134996253.1;NOV_Cry32Wa1_39.0_PEE63029.1;NOV_Cry3Aa12_81.9_AEZ53144.1;NOV_Cry40Aa1_67.9_CQ868314.1;NOV_Cry40Da1_65.0_CAH33957.1;NOV_Cry40Da1_66.9_PEU78339.1;NOV_Cry40Da1_77.3_ARJ25823.1;NOV_Cry40Da1_81.5_AIN76756.1;NOV_Cry41Ba2_42.3_BAD35166.1;NOV_Cry41Ba2_43.6_BAD35163.1;NOV_Cry41Ba2_47.9_BAD35157.1;NOV_Cry41Ca1_39.9_WP_001075423.1;NOV_Cry41Ca1_50.4_AZJ24166.1;NOV_Cry43Cb1_38.6_AGV55020.1;NOV_Cry43Cb1_43.9_PEA91147.1;NOV_Cry48Aa1_36.6_CAH33948.1;NOV_Cry48Aa1_36.9_CAH33950.1;NOV_Cry4Aa1_32.5_ADM64568.1;NOV_Cry4Ba1_31.6_AUM94650.1;NOV_Cry4Ca2_48.4_AZJ24771.1;NOV_Cry4Ca2_51.6_AZJ24420.1;NOV_Cry4Cb3_34.4_PEA86378.1;NOV_Cry52Ca1_62.9_AZJ24464.1;NOV_Cry53Aa1_40.7_WP_103591149.1;NOV_Cry53Ab1_39.4_AFM37573.1;NOV_Cry53Ab1_40.0_CAH33955.1;NOV_Cry53Ab1_40.9_APA45008.1;NOV_Cry54Aa1_88.1_AFU17344.1;NOV_Cry56Aa2_56.0_AGV55019.1;NOV_Cry56Aa4_56.4_PEU80288.1;NOV_Cry56Aa4_77.6_ARJ25668.1;NOV_Cry56Aa4_79.3_WP_103592286.1;NOV_Cry57Ab1_90.3_ACN87261.1;NOV_Cry58Aa1_27.6_AGS78122.1;NOV_Cry58Aa1_29.0_AGS78123.2;NOV_Cry5Ba1_27.2_AZR80678.1;NOV_Cry5Ba1_48.7_TEA80813.1;NOV_Cry65Aa2_55.6_PDY37670.1;NOV_Cry68Aa1_46.2_ARJ25655.1;NOV_Cry68Aa1_74.8_WP_103592020.1;NOV_Cry68Aa1_80.1_PEU91245.1;NOV_Cry69Aa2_62.7_WP_103591151.1;NOV_Cry69Ab1_58.0_PEU83535.1;NOV_Cry69Ab1_59.2_WP_103591619.1;NOV_Cry70Aa1_77.7_WP_098222608.1;NOV_Cry70Bb1_67.1_OUB77817.1;NOV_Cry71Aa1_65.9_PEU78325.1;NOV_Cry73Aa1_40.0_PQQ47537.1;NOV_Cry73Aa1_88.4_AQM56942.1;NOV_Cry7Ba1_84.3_AFI42043.1;NOV_Cry7Ca1_86.8_AGM39664.1;NOV_Cry7Ca1_99.7_ABR67863.2;NOV_Cry7Cb1_60.4_OTY00887.1;NOV_Cry7Ea2_99.9_AFI42038.1;NOV_Cry7Fb2_99.7_AHB36886.1;NOV_Cry7Gb1_28.6_WP_103574454.1;NOV_Cry7Gb1_94.1_AGM39662.1;NOV_Cry8Aa1_47.1_EEM92570.1;NOV_Cry8Ab1_80.0_AMR06151.1;NOV_Cry8Ab1_80.3_AFP44678.1;NOV_Cry8Ba1_88.6_AEP25412.1;NOV_Cry8Ca1_41.2_AST51780.1;NOV_Cry8Ca1_42.6_ABY46520.1;NOV_Cry8Da1_43.7_ANC11094.1;NOV_Cry8Db1_49.9_WP_103653049.1;NOV_Cry8Db1_51.1_PNK22955.1;NOV_Cry8Ha1_89.4_ABB29866.1;NOV_Cry8Ha1_89.8_ATY50148.1;NOV_Cry8Ja1_60.3_PEE68563.1;NOV_Cry8Kb1_73.3_APT36283.1;NOV_Cry8Ma2_96.0_WP_103622989.1;NOV_Cry8Ma3_96.0_ATY50149.1;NOV_Cry9Ga1_57.2_PEU81077.1;NOV_Cry9Ga1_58.0_AJS57594.1	BT_Cry50Ba1;NOV_Cry4Ba1_63.7_AJW76684.1	minor	yes	domain3	-53.8735555162212	355	2
89	12	NOV_Cry30Ca1_66.6_BAD00052.1	BT_Cry30Ca1	major	no	domain2	77.23790064074035	1	1
89	12	NOV_Cry30Ca1_66.6_BAD00052.1	BT_Cry30Aa1;BT_Cry30Ca1;BT_Cry30Ea1;BT_Cry30Fa1	major	no	domain1	72.18901180542572	1	4
83	15	NOV_Cry30Ga2_64.5_ARJ25665.1	NOV_Cry4Ca2_51.6_AZJ24420.1	minor	yes	domain3	-51.687105565117605	1	1
83	15	NOV_Cry30Ga2_64.5_ARJ25665.1	BT_Cry30Da1;BT_Cry30Db1;BT_Cry30Ga1	major	no	domain1	84.342867607057	1	3
83	15	BT_Cry30Ea1;NOV_Cry30Ga2_64.5_ARJ25665.1	BT_Cry30Ca1;BT_Cry30Da1;BT_Cry30Db1;BT_Cry30Ga1;NOV_Cry30Ca1_66.6_BAD00052.1	major	no	domain2	74.61946696612229	2	5
92	76	BT_Cry3Aa10;NOV_Cry3Aa12_81.9_AEZ53144.1	BT_Cry3Ba1;BT_Cry3Bb1	minor	yes	domain1	-62.151198354001	2	2
92	76	NOV_Cry3Aa12_81.9_AEZ53144.1	BT_Cry3Aa10	major	no	domain3	99.017199017199	1	1
92	76	NOV_Cry3Aa12_81.9_AEZ53144.1	BT_Cry3Aa10	major	no	domain2	80.8544303797468	1	1
74	18	BT_Cry71Aa1;BT_Cry72Aa1;NOV_Cry40Aa1_67.9_CQ868314.1	BT_Cry24Da1;BT_Cry40Aa1;BT_Cry40Ca1;BT_Cry40Da1;BT_Cry44Aa1;BT_Cry52Aa1;BT_Cry52Ba1;BT_Cry52Ca1;NOV_Cry40Da1_65.0_CAH33957.1;NOV_Cry40Da1_66.9_PEU78339.1;NOV_Cry40Da1_77.3_ARJ25823.1;NOV_Cry40Da1_81.5_AIN76756.1	minor	yes	domain3	-48.168904266465255	3	12
74	18	NOV_Cry40Aa1_67.9_CQ868314.1	BT_Cry40Aa1	major	no	domain1	89.3408134642356	1	1
74	18	BT_Cry40Ca1;NOV_Cry40Aa1_67.9_CQ868314.1	BT_Cry40Aa1	major	no	domain2	77.4390243902439	2	1
82	33	BT_Cry8Pa1;NOV_Cry8Ab1_80.3_AFP44678.1	BT_Cry8Ac1;BT_Cry8Ba1;BT_Cry8Fa2;BT_Cry8Ga1;BT_Cry8Qa1;NOV_Cry8Ba1_88.6_AEP25412.1	minor	yes	domain3	-51.498545859114245	2	6
