depth	cry_list	cry_num	node	init_structure
#3	BT_Cry1Ag1,BT_Cry1Ai1,BT_Cry1Aa10,NOV_Cry1Ad2_87.7_AIW52617.1,BT_Cry1Ad1	5	188	142; 63
#3	BT_Cry8Fa2,BT_Cry8Qa1,NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1,BT_Cry7La1,NOV_Cry7Cb1_60.4_OTY00887.1	6	189	130; 68
#3	BT_Cry69Aa1,BT_Cry69Ab1,NOV_Cry69Aa2_62.7_WP_103591151.1,NOV_Cry69Ab1_58.0_PEU83535.1,NOV_Cry69Ab1_59.2_WP_103591619.1	5	190	32; 185
#3	BT_Cry70Ba1,BT_Cry70Bb1,BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,NOV_Cry70Bb1_67.1_OUB77817.1	5	191	41; 174
#3	BT_Cry41Ba2,NOV_Cry41Ca1_50.4_AZJ24166.1,NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ca1_39.9_WP_001075423.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_47.9_BAD35157.1	6	192	85; 133
#3	BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Oa1,BT_Cry32Hb1,BT_Cry32Ha1	5	193	47; 163
#3	NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,BT_Cry4Ba1,BT_Cry4Ba3	5	194	170; 24
#3	NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1	5	195	182; 87
#3	BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8La1	5	196	54; 164
#3	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,NOV_Cry30Ca1_66.6_BAD00052.1,BT_Cry30Ca1	5	197	165; 92
#3	BT_Cry7Ja1,NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Ca1_42.6_ABY46520.1,BT_Cry8Ca1,BT_Cry8Na1,BT_Cry8Sa1	6	198	138; 135
#3	BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab12,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,BT_Cry1Ac39	6	199	153; 154
#3	BT_Cry9Ee1,BT_Cry9Ec1,BT_Cry9Ed1,BT_Cry9Ca1	4	200	BT_Cry9Ee1; 136
#3	BT_Cry9Ba1,BT_Cry9Bb1,BT_Cry9Dc1,BT_Cry9Db1,BT_Cry9Da1	5	201	121; BT_Cry9Da1
#3	BT_Cry7Ab1,BT_Cry7Aa1,BT_Cry7Ab5,BT_Cry7Ac1	4	202	139; BT_Cry7Ac1
#3	BT_Cry1La1,BT_Cry1Ha1,BT_Cry1Hb1,NOV_Cry1Ha1_85.7_AIW52616.1	4	203	BT_Cry1La1; 145
#3	BT_Cry1Ba1,BT_Cry1Bg1,BT_Cry1Bi1,BT_Cry1Bf1	4	204	BT_Cry1Ba1; 146
#3	BT_Cry1Ig1,BT_Cry1Ia11,BT_Cry1Id1,BT_Cry1Ie4	4	205	147; BT_Cry1Ie4
#3	BT_Cry1Bj1,BT_Cry1Be1,BT_Cry1Bb1,BT_Cry1Bd1,BT_Cry1Bh1	5	206	125; BT_Cry1Bh1
#3	BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1	4	207	BT_Cry8Hb1; 172
#3	BT_Cry2Al1,BT_Cry2Aa13,BT_Cry2Ai1,BT_Cry2Aa3	4	208	150; BT_Cry2Aa3
#3	BT_Cry28Aa2,NOV_Cry48Aa1_36.9_CAH33950.1,NOV_Cry48Aa1_36.6_CAH33948.1,BT_Cry4Ca1	4	209	171; BT_Cry4Ca1
#3	BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1,BT_Cry7Gd1	4	210	151; BT_Cry7Gd1
#3	BT_Cry47Aa1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ba1,BT_Cry8Bc1	5	211	BT_Cry47Aa1; 126
#3	BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry13Aa1	4	212	173; BT_Cry13Aa1
#3	BT_Cry21Fa1,BT_Cry21Da1,BT_Cry21Ha1,BT_Cry5Ca1	4	213	BT_Cry21Fa1; 148
#3	BT_Cry31Ad1,BT_Cry31Aa6,BT_Cry31Ac1,BT_Cry31Ab1	4	214	BT_Cry31Ad1; 160
#3	BT_Cry32Wa1,BT_Cry32Mb1,BT_Cry32Ma1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1	5	215	BT_Cry32Wa1; 128
#3	NOV_Cry32Ta1_48.0_AQX37180.1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1,BT_Cry32Ta1	4	216	176; BT_Cry32Ta1
#3	BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	4	217	BT_Cry56Aa1; 183
#3	BT_Cry19Ca1,BT_Cry52Ba1,BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1	5	218	BT_Cry19Ca1; 129
#3	BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Cb1,BT_Cry43Aa1	4	219	166; BT_Cry43Aa1
#3	NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Kb1	4	220	NOV_Cry8Kb1_73.3_APT36283.1; 134
#3	NOV_Cry1Da1_83.2_AIW52615.1,BT_Cry1Db1,BT_Cry1Da1,NOV_Cry1Da1_84.8_ABK35074.1	4	221	NOV_Cry1Da1_83.2_AIW52615.1; 141
#3	NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1	4	222	NOV_Cry5Ba1_48.7_TEA80813.1; 169
#3	BT_Cry2Ag1,BT_Cry2Ab15,BT_Cry2Ab12,NOV_Cry2Ab4_93.2_AIT70915.1	4	223	158; NOV_Cry2Ab4_93.2_AIT70915.1
#3	BT_Cry7Cb1,NOV_Cry7Ca1_99.7_ABR67863.2,NOV_Cry7Ca1_86.8_AGM39664.1,NOV_Cry7Ea2_99.9_AFI42038.1	4	224	167; NOV_Cry7Ea2_99.9_AFI42038.1
#3	NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1,BT_Cry40Da1,NOV_Cry40Da1_65.0_CAH33957.1	4	225	168; NOV_Cry40Da1_65.0_CAH33957.1
#3	BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,NOV_Cry40Da1_66.9_PEU78339.1	4	226	155; NOV_Cry40Da1_66.9_PEU78339.1
#3	NOV_Cry25Aa1_97.8_OUB78400.1,BT_Cry24Da1,BT_Cry24Ca1,NOV_Cry24Aa1_60.8_BAD32657.1,NOV_Cry24Aa1_98.3_WP_086403584.1	5	227	NOV_Cry25Aa1_97.8_OUB78400.1; 131
#3	BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_46.2_ARJ25655.1	4	228	184; NOV_Cry68Aa1_46.2_ARJ25655.1
#3	NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry13Aa1_50.1_ANS46780.1	4	229	180; NOV_Cry13Aa1_50.1_ANS46780.1
#3	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry58Aa1_27.6_AGS78122.1	4	230	NOV_Cry58Aa1_29.0_AGS78123.2; 181
#3	NOV_Cry1Ia24_22.2_CAP40039.1,BT_Cry63Aa1,BT_Cry5Ab1,BT_Cry5Ea2	4	231	NOV_Cry1Ia24_22.2_CAP40039.1; 161
#4	BT_Cry9Ee1,BT_Cry9Ec1,BT_Cry9Ed1,BT_Cry9Ca1,BT_Cry9Eb1,BT_Cry9Ea10	6	232	200; 25
#4	BT_Cry1Ig1,BT_Cry1Ia11,BT_Cry1Id1,BT_Cry1Ie4,BT_Cry1Ic1,BT_Cry1Ia18	6	233	205; 29
#4	BT_Cry59Aa1,BT_Cry59Ba1,NOV_Cry25Aa1_97.8_OUB78400.1,BT_Cry24Da1,BT_Cry24Ca1,NOV_Cry24Aa1_60.8_BAD32657.1,NOV_Cry24Aa1_98.3_WP_086403584.1	7	234	34; 227
#4	NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1,NOV_Cry4Aa1_32.5_ADM64568.1,BT_Cry54Ba1	7	235	195; 77
#4	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,NOV_Cry30Ca1_66.6_BAD00052.1,BT_Cry30Ca1,NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Ga1	7	236	197; 93
#4	BT_Cry7Ka1,BT_Cry7Kb1,BT_Cry7Ha1,BT_Cry7Ab1,BT_Cry7Aa1,BT_Cry7Ab5,BT_Cry7Ac1	7	237	137; 202
#4	BT_Cry1Nb1,BT_Cry1Na1,BT_Cry1Ca11,BT_Cry1Cb1,NOV_Cry1Da1_83.2_AIW52615.1,BT_Cry1Db1,BT_Cry1Da1,NOV_Cry1Da1_84.8_ABK35074.1	8	238	123; 221
#4	BT_Cry1Gb1,BT_Cry1Ga2,NOV_Cry1Ga1_77.9_AX098669.1,BT_Cry1La1,BT_Cry1Ha1,BT_Cry1Hb1,NOV_Cry1Ha1_85.7_AIW52616.1	7	239	144; 203
#4	BT_Cry69Aa1,BT_Cry69Ab1,NOV_Cry69Aa2_62.7_WP_103591151.1,NOV_Cry69Ab1_58.0_PEU83535.1,NOV_Cry69Ab1_59.2_WP_103591619.1,NOV_Cry43Cb1_38.6_AGV55020.1,NOV_Cry53Ab1_39.4_AFM37573.1	7	240	190; 103
#4	NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1,BT_Cry40Da1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,NOV_Cry40Da1_66.9_PEU78339.1	8	241	225; 226
#4	BT_Cry9Ga1,BT_Cry9Aa1,NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_46.2_ARJ25655.1	8	242	127; 228
#4	NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry13Aa1_50.1_ANS46780.1,BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry13Aa1	8	243	229; 212
#4	NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1,BT_Cry21Fa1,BT_Cry21Da1,BT_Cry21Ha1,BT_Cry5Ca1	8	244	222; 213
#4	BT_Cry2Ag1,BT_Cry2Ab15,BT_Cry2Ab12,NOV_Cry2Ab4_93.2_AIT70915.1,NOV_Cry2Ah2_92.7_AX098631.1,BT_Cry2Ah3,BT_Cry2Ak1	7	245	223; 149
#4	BT_Cry31Ad1,BT_Cry31Aa6,BT_Cry31Ac1,BT_Cry31Ab1,BT_Cry70Ba1,BT_Cry70Bb1,BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,NOV_Cry70Bb1_67.1_OUB77817.1	9	246	214; 191
#4	NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry32Ra1,BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Oa1,BT_Cry32Hb1,BT_Cry32Ha1	8	247	162; 193
#4	BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8La1,NOV_Cry2Ba1_29.9_AEX63666.1,NOV_Cry4Ca2_51.6_AZJ24420.1	7	248	196; 101
#4	NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Kb1,BT_Cry8Ga1	5	249	220; BT_Cry8Ga1
#4	BT_Cry8Ta1,BT_Cry8Ad1,BT_Cry8Aa1,BT_Cry8Ab1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1	7	250	BT_Cry8Ta1; 186
#4	BT_Cry7Ga2,BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1,BT_Cry7Gd1	5	251	BT_Cry7Ga2; 210
#4	NOV_Cry32Ta1_48.0_AQX37180.1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1,BT_Cry32Ta1,BT_Cry32Aa1	5	252	216; BT_Cry32Aa1
#4	BT_Cry50Aa1,NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,BT_Cry4Ba1,BT_Cry4Ba3	6	253	BT_Cry50Aa1; 194
#4	BT_Cry19Ca1,BT_Cry52Ba1,BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry19Aa1	6	254	218; BT_Cry19Aa1
#4	BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Cb1,BT_Cry43Aa1,BT_Cry43Ba1	5	255	219; BT_Cry43Ba1
#4	BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,NOV_Cry8Ja1_60.3_PEE68563.1	5	256	207; NOV_Cry8Ja1_60.3_PEE68563.1
#4	BT_Cry28Aa2,NOV_Cry48Aa1_36.9_CAH33950.1,NOV_Cry48Aa1_36.6_CAH33948.1,BT_Cry4Ca1,NOV_Cry4Ca2_48.4_AZJ24771.1	5	257	209; NOV_Cry4Ca2_48.4_AZJ24771.1
#4	NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab12,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,BT_Cry1Ac39	7	258	NOV_Cry1Ab32_92.7_AAK14337.1; 199
#4	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca1_38.9_AEH76823.1	5	259	230; NOV_Cry21Ca1_38.9_AEH76823.1
#4	NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry32Wa1,BT_Cry32Mb1,BT_Cry32Ma1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1	6	260	NOV_Cry32Wa1_39.0_PEE63029.1; 215
#4	BT_Cry41Ba2,NOV_Cry41Ca1_50.4_AZJ24166.1,NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ca1_39.9_WP_001075423.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_47.9_BAD35157.1,NOV_Cry32Ua1_65.2_AQM56939.1	7	261	192; NOV_Cry32Ua1_65.2_AQM56939.1
#4	NOV_Cry56Aa4_79.3_WP_103592286.1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	5	262	NOV_Cry56Aa4_79.3_WP_103592286.1; 217
#5	NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Kb1,BT_Cry8Ga1,BT_Cry8Ia3,BT_Cry8Ib1	7	263	249; 2
#5	BT_Cry8Da1,BT_Cry8Db1,BT_Cry8Ta1,BT_Cry8Ad1,BT_Cry8Aa1,BT_Cry8Ab1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1	9	264	4; 250
#5	BT_Cry8Ja1,BT_Cry8Ea2,BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,NOV_Cry8Ja1_60.3_PEE68563.1	7	265	20; 256
#5	BT_Cry40Ba1,BT_Cry72Aa1,NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1,BT_Cry40Da1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,NOV_Cry40Da1_66.9_PEU78339.1	10	266	33; 241
#5	NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry13Aa1_50.1_ANS46780.1,BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry13Aa1,BT_Cry21Ba1,BT_Cry21Aa1	10	267	243; 37
#5	NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry32Wa1,BT_Cry32Mb1,BT_Cry32Ma1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1,BT_Cry32Cb1,BT_Cry32Ca1	8	268	260; 45
#5	NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1,NOV_Cry56Aa4_79.3_WP_103592286.1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	7	269	88; 262
#5	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ba1,BT_Cry19Ca1,BT_Cry52Ba1,BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry19Aa1	8	270	90; 254
#5	NOV_Cry71Aa1_65.9_PEU78325.1,BT_Cry71Aa1,BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Cb1,BT_Cry43Aa1,BT_Cry43Ba1	7	271	94; 255
#5	BT_Cry7Ka1,BT_Cry7Kb1,BT_Cry7Ha1,BT_Cry7Ab1,BT_Cry7Aa1,BT_Cry7Ab5,BT_Cry7Ac1,BT_Cry3Aa10,NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Ca1,BT_Cry3Bb1,BT_Cry3Ba1	12	272	237; 187
#5	BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1Eb1,BT_Cry1Gb1,BT_Cry1Ga2,NOV_Cry1Ga1_77.9_AX098669.1,BT_Cry1La1,BT_Cry1Ha1,BT_Cry1Hb1,NOV_Cry1Ha1_85.7_AIW52616.1	10	273	143; 239
#5	BT_Cry20Ba2,NOV_Cry20Ba2_80.0_AGV55017.1,BT_Cry20Aa1,BT_Cry9Ga1,BT_Cry9Aa1,NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_46.2_ARJ25655.1	11	274	156; 242
#5	NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry32Ra1,BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Oa1,BT_Cry32Hb1,BT_Cry32Ha1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Ia1,BT_Cry32Ka1	11	275	247; 175
#5	BT_Cry50Aa1,NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,BT_Cry4Ba1,BT_Cry4Ba3,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1,NOV_Cry4Aa1_32.5_ADM64568.1,BT_Cry54Ba1	13	276	253; 235
#5	BT_Cry9Fa1,BT_Cry9Ee1,BT_Cry9Ec1,BT_Cry9Ed1,BT_Cry9Ca1,BT_Cry9Eb1,BT_Cry9Ea10	7	277	BT_Cry9Fa1; 232
#5	BT_Cry2Ad5,BT_Cry2Ag1,BT_Cry2Ab15,BT_Cry2Ab12,NOV_Cry2Ab4_93.2_AIT70915.1,NOV_Cry2Ah2_92.7_AX098631.1,BT_Cry2Ah3,BT_Cry2Ak1	8	278	BT_Cry2Ad5; 245
#5	BT_Cry41Ba1,BT_Cry41Ba2,NOV_Cry41Ca1_50.4_AZJ24166.1,NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ca1_39.9_WP_001075423.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_47.9_BAD35157.1,NOV_Cry32Ua1_65.2_AQM56939.1	8	279	BT_Cry41Ba1; 261
#5	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,NOV_Cry30Ca1_66.6_BAD00052.1,BT_Cry30Ca1,NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Ga1,BT_Cry30Fa1	8	280	236; BT_Cry30Fa1
#5	BT_Cry61Aa1,BT_Cry7Ga2,BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1,BT_Cry7Gd1	6	281	BT_Cry61Aa1; 251
#5	NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab12,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,BT_Cry1Ac39,BT_Cry1A-like	8	282	258; BT_Cry1A-like
#5	NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ig1,BT_Cry1Ia11,BT_Cry1Id1,BT_Cry1Ie4,BT_Cry1Ic1,BT_Cry1Ia18	7	283	NOV_Cry1Ie5_79.3_PQQ47595.1; 233
#5	NOV_Cry1Ie2_23.3_ATF15267.1,BT_Cry31Ad1,BT_Cry31Aa6,BT_Cry31Ac1,BT_Cry31Ab1,BT_Cry70Ba1,BT_Cry70Bb1,BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,NOV_Cry70Bb1_67.1_OUB77817.1	10	284	NOV_Cry1Ie2_23.3_ATF15267.1; 246
#5	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry21Ca2_37.1_AOM14729.1	6	285	259; NOV_Cry21Ca2_37.1_AOM14729.1
#6	NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry32Wa1,BT_Cry32Mb1,BT_Cry32Ma1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1,BT_Cry32Cb1,BT_Cry32Ca1,BT_Cry62Aa1,BT_Cry32Pa1	10	286	268; 46
#6	NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry32Ra1,BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Oa1,BT_Cry32Hb1,BT_Cry32Ha1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Ia1,BT_Cry32Ka1,BT_Cry32Ja1,BT_Cry32Qa1	13	287	275; 50
#6	NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1,NOV_Cry56Aa4_79.3_WP_103592286.1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1,BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1	9	288	269; 89
#6	BT_Cry9Fa1,BT_Cry9Ee1,BT_Cry9Ec1,BT_Cry9Ed1,BT_Cry9Ca1,BT_Cry9Eb1,BT_Cry9Ea10,BT_Cry9Ba1,BT_Cry9Bb1,BT_Cry9Dc1,BT_Cry9Db1,BT_Cry9Da1	12	289	277; 201
#6	NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab12,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ah2,BT_Cry1Ac39,BT_Cry1A-like,BT_Cry1Ag1,BT_Cry1Ai1,BT_Cry1Aa10,NOV_Cry1Ad2_87.7_AIW52617.1,BT_Cry1Ad1	13	290	282; 188
#6	NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ig1,BT_Cry1Ia11,BT_Cry1Id1,BT_Cry1Ie4,BT_Cry1Ic1,BT_Cry1Ia18,BT_Cry1Bj1,BT_Cry1Be1,BT_Cry1Bb1,BT_Cry1Bd1,BT_Cry1Bh1	12	291	283; 206
#6	BT_Cry47Aa1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ba1,BT_Cry8Bc1,BT_Cry8Ja1,BT_Cry8Ea2,BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,NOV_Cry8Ja1_60.3_PEE68563.1	12	292	211; 265
#6	NOV_Cry53Ab1_40.9_APA45008.1,NOV_Cry53Aa1_40.7_WP_103591149.1,NOV_Cry53Ab1_40.0_CAH33955.1,BT_Cry40Ba1,BT_Cry72Aa1,NOV_Cry40Da1_77.3_ARJ25823.1,NOV_Cry40Da1_81.5_AIN76756.1,BT_Cry40Da1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry40Ca1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,NOV_Cry40Da1_66.9_PEU78339.1	13	293	179; 266
#6	BT_Cry59Aa1,BT_Cry59Ba1,NOV_Cry25Aa1_97.8_OUB78400.1,BT_Cry24Da1,BT_Cry24Ca1,NOV_Cry24Aa1_60.8_BAD32657.1,NOV_Cry24Aa1_98.3_WP_086403584.1,BT_Cry20Ba2,NOV_Cry20Ba2_80.0_AGV55017.1,BT_Cry20Aa1,BT_Cry9Ga1,BT_Cry9Aa1,NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_46.2_ARJ25655.1	18	294	234; 274
