depth	cry_list	cry_num	node	init_structure
#2	BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1	3	190	94; NOV_Cry68Aa1_74.8_WP_103592020.1
#3	BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Db1,BT_Cry9Bb1,BT_Cry9Ee1	5	191	136; 8
#3	BT_Cry17Aa1,BT_Cry16Aa1,BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry19Aa1_29.2_PEA88281.1	5	192	34; 169
#3	BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bf1,BT_Cry1Cb1,BT_Cry1Eb1	5	193	138; 15
#3	BT_Cry7Ab1,BT_Cry7Ab5,BT_Cry7Aa1,BT_Cry7Ac1,NOV_Cry7Ba1_84.3_AFI42043.1	5	194	145; 71
#3	BT_Cry7Kb1,BT_Cry7Ka1,BT_Cry7Ia1,BT_Cry7Ba1,BT_Cry7Da1	5	195	19; 146
#3	BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry24Da1,BT_Cry44Aa1	5	196	171; 36
#3	BT_Cry41Ba1,BT_Cry32Fa1,BT_Cry32Da1,BT_Cry32Ua1,BT_Cry32Ia1	5	197	42; 157
#3	BT_Cry67Aa2,BT_Cry19Aa1,BT_Cry40Ba1,BT_Cry24Ca1,NOV_Cry24Aa1_98.3_WP_086403584.1	5	198	45; 188
#3	BT_Cry41Ba2,NOV_Cry41Ba2_47.9_BAD35157.1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry32Aa1	5	199	92; 158
#3	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,BT_Cry30Aa1,BT_Cry30Ca1,BT_Cry30Fa1	6	200	130; 61
#3	NOV_Cry7Gb1_28.6_WP_103574454.1,BT_Cry59Aa1,BT_Cry59Ba1,BT_Cry54Ba1,NOV_Cry4Ca2_48.4_AZJ24771.1,BT_Cry54Aa1	6	201	185; 151
#3	NOV_Cry48Aa1_36.6_CAH33948.1,NOV_Cry48Aa1_36.9_CAH33950.1,BT_Cry4Aa1,BT_Cry29Aa1,NOV_Cry29Aa1_96.4_OUC03129.1	5	202	104; 137
#3	BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Na1,NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8Bc1	6	203	133; 152
#3	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_42.3_BAD35166.1,NOV_Cry32Wa1_39.0_PEE63029.1,NOV_Cry41Ca1_39.9_WP_001075423.1	5	204	182; 116
#3	BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1,NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry5Da1,BT_Cry5Ea2	6	205	164; 150
#3	BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry14Ab1_42.4_PGW46196.1	6	206	177; 184
#3	NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Aa1,BT_Cry70Ba1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1	5	207	100; 178
#3	NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry58Aa1_27.6_AGS78122.1,BT_Cry58Aa1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1	7	208	165; 132
#3	NOV_Cry69Ab1_58.0_PEU83535.1,BT_Cry69Aa1,BT_Cry69Ab1,NOV_Cry69Ab1_59.2_WP_103591619.1,NOV_Cry69Aa2_62.7_WP_103591151.1	5	209	179; 118
#3	BT_Cry7Ja1,BT_Cry8Ab1,BT_Cry8Ac1,BT_Cry8Qa1	4	210	BT_Cry7Ja1; 134
#3	BT_Cry1Ha1,NOV_Cry1Ha1_85.7_AIW52616.1,NOV_Cry1Da1_83.2_AIW52615.1,BT_Cry1Db1,BT_Cry1Da1	5	211	BT_Cry1Ha1; 123
#3	NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1A-like,BT_Cry1Ab12,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2	5	212	125; BT_Cry1Ab2
#3	BT_Cry1Ia11,BT_Cry1Ic1,BT_Cry1Ia18,BT_Cry1Id1	4	213	154; BT_Cry1Id1
#3	BT_Cry1Ig1,BT_Cry1Ka2,BT_Cry1Fa1,BT_Cry8Da1	4	214	140; BT_Cry8Da1
#3	BT_Cry8Aa1,BT_Cry8Ad1,BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1	4	215	BT_Cry8Aa1; 141
#3	BT_Cry7Gd1,BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1	4	216	BT_Cry7Gd1; 144
#3	BT_Cry8Ia3,BT_Cry8Ib1,BT_Cry8Ta1,BT_Cry8La1	4	217	147; BT_Cry8La1
#3	BT_Cry32Ta1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1,BT_Cry32Qa1	4	218	186; BT_Cry32Qa1
#3	BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Ga1,NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1	5	219	127; BT_Cry32Na1
#3	BT_Cry32Sa1,NOV_Cry32Ea2_45.2_WP_087949412.1,BT_Cry32Ja1,BT_Cry32Ra1	4	220	BT_Cry32Sa1; 187
#3	BT_Cry43Cc1,BT_Cry43Ca1,BT_Cry43Cb1,BT_Cry43Aa1	4	221	161; BT_Cry43Aa1
#3	NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ai1,BT_Cry1Ah2,BT_Cry1Ac39	4	222	174; BT_Cry1Ac39
#3	BT_Cry13Aa1,NOV_Cry13Aa1_50.1_ANS46780.1,BT_Cry5Ba1,BT_Cry5Ab1,BT_Cry21Ga1	5	223	128; BT_Cry21Ga1
#3	BT_Cry31Aa6,BT_Cry31Ab1,BT_Cry31Ad1,BT_Cry31Ac1	4	224	163; BT_Cry31Ac1
#3	NOV_Cry4Aa1_32.5_ADM64568.1,NOV_Cry2Ba1_29.9_AEX63666.1,BT_Cry57Ab1,NOV_Cry57Ab1_90.3_ACN87261.1	4	225	NOV_Cry4Aa1_32.5_ADM64568.1; 166
#3	NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1,BT_Cry8Db1,NOV_Cry8Aa1_47.1_EEM92570.1	4	226	153; NOV_Cry8Aa1_47.1_EEM92570.1
#3	NOV_Cry7Ca1_99.7_ABR67863.2,BT_Cry7La1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Pa1,NOV_Cry7Ea2_99.9_AFI42038.1	5	227	122; NOV_Cry7Ea2_99.9_AFI42038.1
#3	NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1	4	228	139; NOV_Cry8Ha1_89.8_ATY50148.1
#3	NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Ca1,BT_Cry8Ja1,NOV_Cry8Kb1_73.3_APT36283.1	4	229	167; NOV_Cry8Kb1_73.3_APT36283.1
#3	NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10,BT_Cry2Ba2,NOV_Cry2Ah2_92.7_AX098631.1	4	230	149; NOV_Cry2Ah2_92.7_AX098631.1
#3	NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1	4	231	NOV_Cry9Ga1_57.2_PEU81077.1; 190
#3	NOV_Cry4Cb3_34.4_PEA86378.1,NOV_Cry30Ga2_64.5_ARJ25665.1,NOV_Cry4Ca2_51.6_AZJ24420.1,NOV_Cry54Aa1_88.1_AFU17344.1	4	232	168; NOV_Cry54Aa1_88.1_AFU17344.1
#3	NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry30Ca1_66.6_BAD00052.1	4	233	181; NOV_Cry30Ca1_66.6_BAD00052.1
#3	BT_Cry40Da1,NOV_Cry40Da1_66.9_PEU78339.1,NOV_Cry40Da1_81.5_AIN76756.1,NOV_Cry40Da1_77.3_ARJ25823.1	4	234	170; NOV_Cry40Da1_77.3_ARJ25823.1
#3	BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1	4	235	189; NOV_Cry56Aa4_56.4_PEU80288.1
#3	BT_Cry20Ba2,BT_Cry20Aa1,NOV_Cry20Ba2_80.0_AGV55017.1,NOV_Cry25Aa1_97.8_OUB78400.1	4	236	162; NOV_Cry25Aa1_97.8_OUB78400.1
#4	BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry30Ca1_66.6_BAD00052.1	6	237	33; 233
#4	BT_Cry1Aa10,BT_Cry1Ag1,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1A-like,BT_Cry1Ab12,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2	7	238	28; 212
#4	BT_Cry1La1,BT_Cry9Fa1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bf1,BT_Cry1Cb1,BT_Cry1Eb1	7	239	13; 193
#4	BT_Cry2Ak1,BT_Cry2Ah3,NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10,BT_Cry2Ba2,NOV_Cry2Ah2_92.7_AX098631.1	6	240	23; 230
#4	BT_Cry1Bi1,BT_Cry1Bj1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ai1,BT_Cry1Ah2,BT_Cry1Ac39	6	241	24; 222
#4	NOV_Cry21Ba1_28.9_PEZ39117.1,BT_Cry12Aa1,BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1,NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry5Da1,BT_Cry5Ea2	8	242	96; 205
#4	BT_Cry21Da1,BT_Cry5Ca1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry58Aa1_27.6_AGS78122.1,BT_Cry58Aa1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1	9	243	31; 208
#4	BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Fa2,BT_Cry8Ga1,BT_Cry17Aa1,BT_Cry16Aa1,BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry19Aa1_29.2_PEA88281.1	9	244	119; 192
#4	NOV_Cry65Aa2_55.6_PDY37670.1,BT_Cry65Aa2,NOV_Cry1Jc1_99.1_AAS93799.1,BT_Cry1Jd1,BT_Cry8Ka1,BT_Cry8Ka3,BT_Cry8Na1,NOV_Cry8Ma2_96.0_WP_103622989.1,NOV_Cry8Ma3_96.0_ATY50149.1,BT_Cry8Bc1	10	245	121; 203
#4	NOV_Cry8Ca1_42.6_ABY46520.1,NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1,BT_Cry8Db1,NOV_Cry8Aa1_47.1_EEM92570.1	6	246	101; 226
#4	NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,BT_Cry1Ig1,BT_Cry1Ka2,BT_Cry1Fa1,BT_Cry8Da1	8	247	228; 214
#4	BT_Cry32Ta1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1,BT_Cry32Qa1,BT_Cry32Ka1,BT_Cry32Ha1,BT_Cry32Hb1	7	248	218; 156
#4	BT_Cry41Ba1,BT_Cry32Fa1,BT_Cry32Da1,BT_Cry32Ua1,BT_Cry32Ia1,NOV_Cry32Ta1_48.0_AQX37180.1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Oa1	8	249	197; 173
#4	NOV_Cry71Aa1_65.9_PEU78325.1,BT_Cry39Aa1,BT_Cry53Aa1,BT_Cry53Ab1,NOV_Cry69Ab1_58.0_PEU83535.1,BT_Cry69Aa1,BT_Cry69Ab1,NOV_Cry69Ab1_59.2_WP_103591619.1,NOV_Cry69Aa2_62.7_WP_103591151.1	9	250	129; 209
#4	BT_Cry1Ha1,NOV_Cry1Ha1_85.7_AIW52616.1,NOV_Cry1Da1_83.2_AIW52615.1,BT_Cry1Db1,BT_Cry1Da1,BT_Cry1Hb1	6	251	211; BT_Cry1Hb1
#4	BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Db1,BT_Cry9Bb1,BT_Cry9Ee1,BT_Cry1Ba1	6	252	191; BT_Cry1Ba1
#4	BT_Cry1Ia11,BT_Cry1Ic1,BT_Cry1Ia18,BT_Cry1Id1,BT_Cry1Ie4	5	253	213; BT_Cry1Ie4
#4	BT_Cry8Aa1,BT_Cry8Ad1,BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1,BT_Cry8Kb1	5	254	215; BT_Cry8Kb1
#4	BT_Cry7Gd1,BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1,BT_Cry7Ga2	5	255	216; BT_Cry7Ga2
#4	BT_Cry7Ab1,BT_Cry7Ab5,BT_Cry7Aa1,BT_Cry7Ac1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Bb1	6	256	194; BT_Cry7Bb1
#4	BT_Cry8Ia3,BT_Cry8Ib1,BT_Cry8Ta1,BT_Cry8La1,BT_Cry8Sa1	5	257	217; BT_Cry8Sa1
#4	BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry24Da1,BT_Cry44Aa1,BT_Cry52Ba1	6	258	196; BT_Cry52Ba1
#4	BT_Cry43Cc1,BT_Cry43Ca1,BT_Cry43Cb1,BT_Cry43Aa1,BT_Cry43Ba1	5	259	221; BT_Cry43Ba1
#4	BT_Cry63Aa1,BT_Cry31Aa6,BT_Cry31Ab1,BT_Cry31Ad1,BT_Cry31Ac1	5	260	BT_Cry63Aa1; 224
#4	BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,BT_Cry30Aa1,BT_Cry30Ca1,BT_Cry30Fa1,BT_Cry30Ga1	7	261	200; BT_Cry30Ga1
#4	NOV_Cry1Ie2_23.3_ATF15267.1,BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry14Ab1_42.4_PGW46196.1	7	262	NOV_Cry1Ie2_23.3_ATF15267.1; 206
#4	BT_Cry67Aa2,BT_Cry19Aa1,BT_Cry40Ba1,BT_Cry24Ca1,NOV_Cry24Aa1_98.3_WP_086403584.1,NOV_Cry41Ca1_50.4_AZJ24166.1	6	263	198; NOV_Cry41Ca1_50.4_AZJ24166.1
#4	NOV_Cry56Aa2_56.0_AGV55019.1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1	5	264	NOV_Cry56Aa2_56.0_AGV55019.1; 235
#4	NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry24Aa1_60.8_BAD32657.1	5	265	231; NOV_Cry24Aa1_60.8_BAD32657.1
#5	BT_Cry3Bb1,BT_Cry3Ba1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1,BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,BT_Cry1Ig1,BT_Cry1Ka2,BT_Cry1Fa1,BT_Cry8Da1	10	266	16; 247
#5	BT_Cry1Bi1,BT_Cry1Bj1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ai1,BT_Cry1Ah2,BT_Cry1Ac39,BT_Cry1Bd1,BT_Cry1Bh1	8	267	241; 26
#5	NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ea1,BT_Cry30Aa1,BT_Cry30Ca1,BT_Cry30Fa1,BT_Cry30Ga1	9	268	78; 261
#5	NOV_Cry48Aa1_36.6_CAH33948.1,NOV_Cry48Aa1_36.9_CAH33950.1,BT_Cry4Aa1,BT_Cry29Aa1,NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry30Ca1_66.6_BAD00052.1	11	269	202; 237
#5	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry19Ba1,BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Fa2,BT_Cry8Ga1,BT_Cry17Aa1,BT_Cry16Aa1,BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry19Aa1_29.2_PEA88281.1	13	270	120; 244
#5	NOV_Cry8Ca1_42.6_ABY46520.1,NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Db1_49.9_WP_103653049.1,NOV_Cry8Db1_51.1_PNK22955.1,BT_Cry8Db1,NOV_Cry8Aa1_47.1_EEM92570.1,NOV_Cry7Ca1_99.7_ABR67863.2,BT_Cry7La1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Pa1,NOV_Cry7Ea2_99.9_AFI42038.1	11	271	246; 227
#5	BT_Cry1Ca11,BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1La1,BT_Cry9Fa1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bf1,BT_Cry1Cb1,BT_Cry1Eb1	10	272	155; 239
#5	BT_Cry7Ab1,BT_Cry7Ab5,BT_Cry7Aa1,BT_Cry7Ac1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Bb1,BT_Cry7Kb1,BT_Cry7Ka1,BT_Cry7Ia1,BT_Cry7Ba1,BT_Cry7Da1	11	273	256; 195
#5	BT_Cry8Ia3,BT_Cry8Ib1,BT_Cry8Ta1,BT_Cry8La1,BT_Cry8Sa1,NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Ca1,BT_Cry8Ja1,NOV_Cry8Kb1_73.3_APT36283.1	9	274	257; 229
#5	BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Ga1,NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry41Ba1,BT_Cry32Fa1,BT_Cry32Da1,BT_Cry32Ua1,BT_Cry32Ia1,NOV_Cry32Ta1_48.0_AQX37180.1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Oa1	13	275	219; 249
#5	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_42.3_BAD35166.1,NOV_Cry32Wa1_39.0_PEE63029.1,NOV_Cry41Ca1_39.9_WP_001075423.1,BT_Cry67Aa2,BT_Cry19Aa1,BT_Cry40Ba1,BT_Cry24Ca1,NOV_Cry24Aa1_98.3_WP_086403584.1,NOV_Cry41Ca1_50.4_AZJ24166.1	11	276	204; 263
#5	NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry68Aa1,NOV_Cry68Aa1_80.1_PEU91245.1,NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry24Aa1_60.8_BAD32657.1,BT_Cry20Ba2,BT_Cry20Aa1,NOV_Cry20Ba2_80.0_AGV55017.1,NOV_Cry25Aa1_97.8_OUB78400.1	9	277	265; 236
#5	NOV_Cry21Ba1_28.9_PEZ39117.1,BT_Cry12Aa1,BT_Cry21Ca1,NOV_Cry21Ca2_65.9_AZR80774.1,NOV_Cry21Ca2_64.6_AZR80780.1,NOV_Cry5Ba1_48.7_TEA80813.1,BT_Cry5Da1,BT_Cry5Ea2,BT_Cry21Aa1,BT_Cry21Ba1,NOV_Cry21Aa2_44.6_AZR80772.1	11	278	242; 176
#5	BT_Cry13Aa1,NOV_Cry13Aa1_50.1_ANS46780.1,BT_Cry5Ba1,BT_Cry5Ab1,BT_Cry21Ga1,NOV_Cry1Ie2_23.3_ATF15267.1,BT_Cry14Aa1,BT_Cry14Ab1,NOV_Cry14Ab1_85.6_AXE15628.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry14Aa1_41.1_PGW46198.1,NOV_Cry14Ab1_42.4_PGW46196.1	12	279	223; 262
#5	BT_Cry63Aa1,BT_Cry31Aa6,BT_Cry31Ab1,BT_Cry31Ad1,BT_Cry31Ac1,NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Aa1,BT_Cry70Ba1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1	10	280	260; 207
#5	BT_Cry9Ed1,BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Db1,BT_Cry9Bb1,BT_Cry9Ee1,BT_Cry1Ba1	7	281	BT_Cry9Ed1; 252
#5	BT_Cry1Ia11,BT_Cry1Ic1,BT_Cry1Ia18,BT_Cry1Id1,BT_Cry1Ie4,BT_Cry1Ma1	6	282	253; BT_Cry1Ma1
#5	BT_Cry8Ea2,BT_Cry8Aa1,BT_Cry8Ad1,BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1,BT_Cry8Kb1	6	283	BT_Cry8Ea2; 254
#5	BT_Cry2Aa3,BT_Cry2Ak1,BT_Cry2Ah3,NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10,BT_Cry2Ba2,NOV_Cry2Ah2_92.7_AX098631.1	7	284	BT_Cry2Aa3; 240
#5	BT_Cry61Aa1,BT_Cry7Gd1,BT_Cry7Gb1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Gc1,BT_Cry7Ga2	6	285	BT_Cry61Aa1; 255
#5	BT_Cry40Aa1,BT_Cry52Aa1,BT_Cry52Ca1,NOV_Cry40Da1_65.0_CAH33957.1,BT_Cry24Da1,BT_Cry44Aa1,BT_Cry52Ba1	7	286	BT_Cry40Aa1; 258
#5	BT_Cry21Da1,BT_Cry5Ca1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry58Aa1_27.6_AGS78122.1,BT_Cry58Aa1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry21Fa1_47.3_OTY57628.1,NOV_Cry21Fa1_31.0_OTW70091.1,BT_Cry21Fa1	10	287	243; BT_Cry21Fa1
#5	BT_Cry1Aa10,BT_Cry1Ag1,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1A-like,BT_Cry1Ab12,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ab2,NOV_Cry1Ad2_87.7_AIW52617.1	8	288	238; NOV_Cry1Ad2_87.7_AIW52617.1
#5	BT_Cry43Cc1,BT_Cry43Ca1,BT_Cry43Cb1,BT_Cry43Aa1,BT_Cry43Ba1,NOV_Cry43Cb1_43.9_PEA91147.1	6	289	259; NOV_Cry43Cb1_43.9_PEA91147.1
#6	NOV_Cry4Aa1_32.5_ADM64568.1,NOV_Cry2Ba1_29.9_AEX63666.1,BT_Cry57Ab1,NOV_Cry57Ab1_90.3_ACN87261.1,NOV_Cry48Aa1_36.6_CAH33948.1,NOV_Cry48Aa1_36.9_CAH33950.1,BT_Cry4Aa1,BT_Cry29Aa1,NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry30Ca1_66.6_BAD00052.1	15	290	225; 269
#6	BT_Cry8Ea2,BT_Cry8Aa1,BT_Cry8Ad1,BT_Cry8Ra1,NOV_Cry8Ab1_80.0_AMR06151.1,BT_Cry8Kb1,NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Aa10,BT_Cry3Ca1	9	291	283; 142
#6	BT_Cry32Ta1,BT_Cry32Va1,NOV_Cry32Va1_61.0_WP_134996253.1,BT_Cry32Qa1,BT_Cry32Ka1,BT_Cry32Ha1,BT_Cry32Hb1,BT_Cry32Ea1,BT_Cry32Ea2,BT_Cry32Ga1,NOV_Cry32Ea2_41.9_AQM56938.1,BT_Cry32Na1,BT_Cry41Ba1,BT_Cry32Fa1,BT_Cry32Da1,BT_Cry32Ua1,BT_Cry32Ia1,NOV_Cry32Ta1_48.0_AQX37180.1,NOV_Cry32Hb1_41.4_AQX37181.1,BT_Cry32Oa1	20	292	248; 275
#6	NOV_Cry32Ma1_57.7_AXY11484.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_42.3_BAD35166.1,NOV_Cry32Wa1_39.0_PEE63029.1,NOV_Cry41Ca1_39.9_WP_001075423.1,BT_Cry67Aa2,BT_Cry19Aa1,BT_Cry40Ba1,BT_Cry24Ca1,NOV_Cry24Aa1_98.3_WP_086403584.1,NOV_Cry41Ca1_50.4_AZJ24166.1,BT_Cry41Ba2,NOV_Cry41Ba2_47.9_BAD35157.1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry32Aa1	16	293	276; 199
#6	BT_Cry2Aa13,BT_Cry2Ai1,BT_Cry2Al1,BT_Cry2Aa3,BT_Cry2Ak1,BT_Cry2Ah3,NOV_Cry2Ak1_76.8_AX513524.1,BT_Cry2Ac10,BT_Cry2Ba2,NOV_Cry2Ah2_92.7_AX098631.1	10	294	148; 284
#6	BT_Cry1Bi1,BT_Cry1Bj1,NOV_Cry1Ac23_90.7_CAQ03747.1,BT_Cry1Ai1,BT_Cry1Ah2,BT_Cry1Ac39,BT_Cry1Bd1,BT_Cry1Bh1,NOV_Cry43Cb1_38.6_AGV55020.1,NOV_Cry53Ab1_39.4_AFM37573.1,NOV_Cry9Ga1_58.0_AJS57594.1	11	295	267; 175
