depth	cry_list	cry_num	node	init_structure
#3	BT_Cry3Ba1,BT_Cry3Bb1,BT_Cry3Aa10,NOV_Cry3Aa12_81.9_AEZ53144.1,BT_Cry3Ca1	5	191	2; 135
#3	BT_Cry32Ha1,BT_Cry32Hb1,BT_Cry32Oa1,BT_Cry32Ea2,BT_Cry32Ea1	5	192	155; 37
#3	BT_Cry32Wa1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1	5	193	156; 80
#3	NOV_Cry41Ca1_39.9_WP_001075423.1,BT_Cry41Ba1,NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry62Aa1,NOV_Cry41Ca1_50.4_AZJ24166.1	5	194	99; 180
#3	NOV_Cry40Da1_81.5_AIN76756.1,NOV_Cry40Da1_77.3_ARJ25823.1,BT_Cry40Da1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1	5	195	171; 82
#3	BT_Cry24Da1,BT_Cry24Ca1,BT_Cry20Ba2,NOV_Cry20Ba2_80.0_AGV55017.1,BT_Cry20Aa1	5	196	45; 157
#3	BT_Cry1Ia18,BT_Cry1Ic1,BT_Cry1Ia11,NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ie4	5	197	159; 73
#3	BT_Cry1Bi1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bj1,BT_Cry1Bf1,BT_Cry1Ba1	6	198	17; 130
#3	BT_Cry9Fa1,BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Dc1,BT_Cry9Db1	5	199	24; 151
#3	NOV_Cry69Ab1_59.2_WP_103591619.1,NOV_Cry69Aa2_62.7_WP_103591151.1,NOV_Cry69Ab1_58.0_PEU83535.1,BT_Cry69Aa1,BT_Cry69Ab1	5	200	187; 56
#3	BT_Cry30Aa1,BT_Cry30Ea1,BT_Cry30Fa1,BT_Cry30Ca1,NOV_Cry30Ca1_66.6_BAD00052.1	5	201	167; 94
#3	NOV_Cry4Cb3_34.4_PEA86378.1,BT_Cry4Ca1,BT_Cry28Aa2,NOV_Cry4Ca2_48.4_AZJ24771.1,BT_Cry4Aa1	5	202	177; 76
#3	NOV_Cry32Ta1_48.0_AQX37180.1,BT_Cry32Qa1,BT_Cry32Ta1,BT_Cry32Ja1,BT_Cry32Ra1	5	203	170; 61
#3	NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,BT_Cry1Aa10,BT_Cry1Ai1	5	204	109; 139
#3	BT_Cry8Bc1,BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ja1,BT_Cry8Ea2	6	205	146; 147
#3	NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry21Fa1_47.3_OTY57628.1	5	206	115; 185
#3	BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1,BT_Cry70Ba1	5	207	100; 166
#3	BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	5	208	173; 118
#3	NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1,BT_Cry54Ba1	6	209	188; 169
#3	BT_Cry7Ia1,BT_Cry7Bb1,BT_Cry7Ba1,NOV_Cry7Ba1_84.3_AFI42043.1	4	210	BT_Cry7Ia1; 136
#3	BT_Cry1Gb1,BT_Cry1La1,BT_Cry1Ga2,NOV_Cry1Ga1_77.9_AX098669.1	4	211	BT_Cry1Gb1; 142
#3	BT_Cry1Jb1,BT_Cry1Jd1,NOV_Cry1Jc1_99.1_AAS93799.1,BT_Cry1Ja1	4	212	143; BT_Cry1Ja1
#3	BT_Cry7Gb1,BT_Cry7Gc1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Ga2,BT_Cry7Gd1	5	213	126; BT_Cry7Gd1
#3	BT_Cry7Aa1,BT_Cry7Ac1,BT_Cry7Ab5,BT_Cry7Ab1	4	214	BT_Cry7Aa1; 145
#3	BT_Cry8Hb1,NOV_Cry8Ha1_89.8_ATY50148.1,NOV_Cry8Ha1_89.4_ABB29866.1,BT_Cry8Ha1	4	215	BT_Cry8Hb1; 175
#3	BT_Cry1Bd1,BT_Cry1Bb1,BT_Cry1Bh1,BT_Cry1Ka2	4	216	149; BT_Cry1Ka2
#3	BT_Cry5Da1,BT_Cry21Ga1,BT_Cry5Ea2,BT_Cry5Ab1	4	217	BT_Cry5Da1; 161
#3	BT_Cry2Ak1,BT_Cry2Aa3,BT_Cry2Al1,NOV_Cry2Ab4_93.2_AIT70915.1	4	218	BT_Cry2Ak1; 153
#3	BT_Cry2Ab15,BT_Cry2Aa13,BT_Cry2Ab12,BT_Cry2Ag1	4	219	164; BT_Cry2Ag1
#3	BT_Cry1A-like,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab2,BT_Cry1Ab12	4	220	140; BT_Cry1Ab12
#3	BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Aa1,BT_Cry43Ba1,BT_Cry43Cb1	5	221	129; BT_Cry43Cb1
#3	BT_Cry9Ea10,BT_Cry9Ed1,BT_Cry9Ec1,BT_Cry9Ee1	4	222	BT_Cry9Ea10; 150
#3	BT_Cry72Aa1,NOV_Cry53Ab1_40.0_CAH33955.1,NOV_Cry53Ab1_40.9_APA45008.1,NOV_Cry53Aa1_40.7_WP_103591149.1	4	223	BT_Cry72Aa1; 190
#3	BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry52Ba1,BT_Cry52Aa1	4	224	BT_Cry52Ca1; 183
#3	BT_Cry5Ba1,BT_Cry21Aa1,BT_Cry21Ba1,BT_Cry21Fa1	4	225	152; BT_Cry21Fa1
#3	BT_Cry31Ac1,BT_Cry31Ab1,BT_Cry31Aa6,BT_Cry31Ad1	4	226	BT_Cry31Ac1; 165
#3	NOV_Cry9Ga1_58.0_AJS57594.1,NOV_Cry9Ga1_57.2_PEU81077.1,BT_Cry9Aa1,BT_Cry9Ga1	4	227	NOV_Cry9Ga1_58.0_AJS57594.1; 174
#3	BT_Cry8Kb1,BT_Cry8Ka3,BT_Cry8Ka1,NOV_Cry8Kb1_73.3_APT36283.1	4	228	134; NOV_Cry8Kb1_73.3_APT36283.1
#3	BT_Cry7Cb1,NOV_Cry7Ca1_86.8_AGM39664.1,NOV_Cry7Ca1_99.7_ABR67863.2,NOV_Cry7Ea2_99.9_AFI42038.1	4	229	158; NOV_Cry7Ea2_99.9_AFI42038.1
#3	NOV_Cry1Da1_84.8_ABK35074.1,BT_Cry1Ha1,NOV_Cry1Ha1_85.7_AIW52616.1,BT_Cry1Hb1	4	230	NOV_Cry1Da1_84.8_ABK35074.1; 141
#3	NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1,BT_Cry8Ab1	4	231	NOV_Cry8Ab1_80.0_AMR06151.1; 176
#3	NOV_Cry4Ba1_31.6_AUM94650.1,BT_Cry4Ba1,BT_Cry4Ba3,NOV_Cry4Ba1_63.8_OUB35623.1,NOV_Cry4Ba1_63.7_AJW76684.1	5	232	NOV_Cry4Ba1_31.6_AUM94650.1; 132
#3	NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_80.1_PEU91245.1,BT_Cry68Aa1,NOV_Cry68Aa1_46.2_ARJ25655.1	4	233	189; NOV_Cry68Aa1_46.2_ARJ25655.1
#3	NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry14Ab1,BT_Cry14Aa1,NOV_Cry14Aa1_41.1_PGW46198.1	4	234	162; NOV_Cry14Aa1_41.1_PGW46198.1
#3	NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ga1	4	235	NOV_Cry30Ga2_64.5_ARJ25665.1; 168
#4	NOV_Cry40Da1_81.5_AIN76756.1,NOV_Cry40Da1_77.3_ARJ25823.1,BT_Cry40Da1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,BT_Cry40Ba1,BT_Cry40Ca1	7	236	195; 44
#4	NOV_Cry68Aa1_74.8_WP_103592020.1,NOV_Cry68Aa1_80.1_PEU91245.1,BT_Cry68Aa1,NOV_Cry68Aa1_46.2_ARJ25655.1,NOV_Cry25Aa1_97.8_OUB78400.1,BT_Cry59Aa1	6	237	233; 84
#4	BT_Cry1Jb1,BT_Cry1Jd1,NOV_Cry1Jc1_99.1_AAS93799.1,BT_Cry1Ja1,BT_Cry1Ca11,BT_Cry1Cb1	6	238	212; 30
#4	BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Aa1,BT_Cry43Ba1,BT_Cry43Cb1,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PEU78325.1	7	239	221; 87
#4	BT_Cry7Kb1,BT_Cry7Ka1,BT_Cry7Aa1,BT_Cry7Ac1,BT_Cry7Ab5,BT_Cry7Ab1	6	240	10; 214
#4	NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1,BT_Cry8Ab1,BT_Cry8Ra1,BT_Cry8Ad1	6	241	231; 14
#4	NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	7	242	93; 208
#4	NOV_Cry32Ta1_48.0_AQX37180.1,BT_Cry32Qa1,BT_Cry32Ta1,BT_Cry32Ja1,BT_Cry32Ra1,BT_Cry32Ka1,BT_Cry32Ga1	7	243	203; 62
#4	BT_Cry32Wa1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1,NOV_Cry32Ma1_57.7_AXY11484.1,BT_Cry32Ua1,BT_Cry32Da1	8	244	193; 178
#4	NOV_Cry41Ba2_42.3_BAD35166.1,BT_Cry41Ba2,BT_Cry32Pa1,NOV_Cry41Ca1_39.9_WP_001075423.1,BT_Cry41Ba1,NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry62Aa1,NOV_Cry41Ca1_50.4_AZJ24166.1	8	245	179; 194
#4	BT_Cry7Cb1,NOV_Cry7Ca1_86.8_AGM39664.1,NOV_Cry7Ca1_99.7_ABR67863.2,NOV_Cry7Ea2_99.9_AFI42038.1,NOV_Cry8Da1_43.7_ANC11094.1,NOV_Cry8Ca1_41.2_AST51780.1,NOV_Cry8Ca1_42.6_ABY46520.1	7	246	229; 181
#4	BT_Cry1Eb1,BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1A-like,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab2,BT_Cry1Ab12	7	247	182; 220
#4	BT_Cry7Gb1,BT_Cry7Gc1,NOV_Cry7Gb1_94.1_AGM39662.1,BT_Cry7Ga2,BT_Cry7Gd1,BT_Cry26Aa1,BT_Cry7Ja1,BT_Cry7Da1	8	248	213; 144
#4	NOV_Cry8Aa1_47.1_EEM92570.1,NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Bc1,BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ja1,BT_Cry8Ea2	8	249	103; 205
#4	BT_Cry1Ia18,BT_Cry1Ic1,BT_Cry1Ia11,NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ie4,BT_Cry1Ig1,BT_Cry1Id1,BT_Cry1Ma1	8	250	197; 148
#4	BT_Cry1Bi1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bj1,BT_Cry1Bf1,BT_Cry1Ba1,BT_Cry1Bd1,BT_Cry1Bb1,BT_Cry1Bh1,BT_Cry1Ka2	10	251	198; 216
#4	BT_Cry9Ea10,BT_Cry9Ed1,BT_Cry9Ec1,BT_Cry9Ee1,BT_Cry9Fa1,BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Dc1,BT_Cry9Db1	9	252	222; 199
#4	NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ba1,BT_Cry19Ca1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry52Ba1,BT_Cry52Aa1	7	253	160; 224
#4	NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry13Aa1_50.1_ANS46780.1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry14Ab1,BT_Cry14Aa1,NOV_Cry14Aa1_41.1_PGW46198.1	7	254	186; 234
#4	BT_Cry31Ac1,BT_Cry31Ab1,BT_Cry31Aa6,BT_Cry31Ad1,BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1,BT_Cry70Ba1	9	255	226; 207
#4	BT_Cry30Aa1,BT_Cry30Ea1,BT_Cry30Fa1,BT_Cry30Ca1,NOV_Cry30Ca1_66.6_BAD00052.1,NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ga1	9	256	201; 235
#4	BT_Cry7Ha1,BT_Cry7Ia1,BT_Cry7Bb1,BT_Cry7Ba1,NOV_Cry7Ba1_84.3_AFI42043.1	5	257	BT_Cry7Ha1; 210
#4	BT_Cry8Kb1,BT_Cry8Ka3,BT_Cry8Ka1,NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ga1	5	258	228; BT_Cry8Ga1
#4	BT_Cry2Ad5,BT_Cry2Ab15,BT_Cry2Aa13,BT_Cry2Ab12,BT_Cry2Ag1	5	259	BT_Cry2Ad5; 219
#4	BT_Cry12Aa1,BT_Cry5Da1,BT_Cry21Ga1,BT_Cry5Ea2,BT_Cry5Ab1	5	260	BT_Cry12Aa1; 217
#4	BT_Cry2Ak1,BT_Cry2Aa3,BT_Cry2Al1,NOV_Cry2Ab4_93.2_AIT70915.1,NOV_Cry2Ah2_92.7_AX098631.1	5	261	218; NOV_Cry2Ah2_92.7_AX098631.1
#4	NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry21Fa1_47.3_OTY57628.1	6	262	NOV_Cry21Ca1_38.9_AEH76823.1; 206
#4	NOV_Cry32Ea2_45.2_WP_087949412.1,BT_Cry32Ha1,BT_Cry32Hb1,BT_Cry32Oa1,BT_Cry32Ea2,BT_Cry32Ea1	6	263	NOV_Cry32Ea2_45.2_WP_087949412.1; 192
#5	BT_Cry8Na1,BT_Cry8Ca1,BT_Cry8Kb1,BT_Cry8Ka3,BT_Cry8Ka1,NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ga1	7	264	3; 258
#5	BT_Cry53Aa1,BT_Cry53Ab1,BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Aa1,BT_Cry43Ba1,BT_Cry43Cb1,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PEU78325.1	9	265	46; 239
#5	BT_Cry9Bb1,BT_Cry9Ba1,BT_Cry9Ea10,BT_Cry9Ed1,BT_Cry9Ec1,BT_Cry9Ee1,BT_Cry9Fa1,BT_Cry9Eb1,BT_Cry9Da1,BT_Cry9Dc1,BT_Cry9Db1	11	266	22; 252
#5	BT_Cry50Ba1,BT_Cry50Aa1,NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ba1,BT_Cry19Ca1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry52Ba1,BT_Cry52Aa1	9	267	49; 253
#5	BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	9	268	92; 242
#5	BT_Cry32Wa1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1,NOV_Cry32Ma1_57.7_AXY11484.1,BT_Cry32Ua1,BT_Cry32Da1,NOV_Cry41Ba2_47.9_BAD35157.1,NOV_Cry41Ba2_43.6_BAD35163.1	10	269	244; 106
#5	NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,BT_Cry1Aa10,BT_Cry1Ai1,BT_Cry1Eb1,BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1A-like,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab2,BT_Cry1Ab12	12	270	204; 247
#5	BT_Cry1Ia18,BT_Cry1Ic1,BT_Cry1Ia11,NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ie4,BT_Cry1Ig1,BT_Cry1Id1,BT_Cry1Ma1,BT_Cry1Bi1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bj1,BT_Cry1Bf1,BT_Cry1Ba1,BT_Cry1Bd1,BT_Cry1Bb1,BT_Cry1Bh1,BT_Cry1Ka2	18	271	250; 251
#5	BT_Cry30Aa1,BT_Cry30Ea1,BT_Cry30Fa1,BT_Cry30Ca1,NOV_Cry30Ca1_66.6_BAD00052.1,NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ga1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1,BT_Cry54Ba1	15	272	256; 209
#5	BT_Cry8Aa1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1,BT_Cry8Ab1,BT_Cry8Ra1,BT_Cry8Ad1	7	273	BT_Cry8Aa1; 241
#5	BT_Cry2Ad5,BT_Cry2Ab15,BT_Cry2Aa13,BT_Cry2Ab12,BT_Cry2Ag1,BT_Cry2Ah3	6	274	259; BT_Cry2Ah3
#5	BT_Cry32Ia1,NOV_Cry32Ea2_45.2_WP_087949412.1,BT_Cry32Ha1,BT_Cry32Hb1,BT_Cry32Oa1,BT_Cry32Ea2,BT_Cry32Ea1	7	275	BT_Cry32Ia1; 263
#5	BT_Cry59Ba1,NOV_Cry40Da1_81.5_AIN76756.1,NOV_Cry40Da1_77.3_ARJ25823.1,BT_Cry40Da1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,BT_Cry40Ba1,BT_Cry40Ca1	8	276	BT_Cry59Ba1; 236
#5	NOV_Cry8Aa1_47.1_EEM92570.1,NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Bc1,BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ja1,BT_Cry8Ea2,BT_Cry47Aa1	9	277	249; BT_Cry47Aa1
#5	BT_Cry58Aa1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry21Fa1_47.3_OTY57628.1	7	278	BT_Cry58Aa1; 262
#5	NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry13Aa1_50.1_ANS46780.1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry14Ab1,BT_Cry14Aa1,NOV_Cry14Aa1_41.1_PGW46198.1,BT_Cry13Aa1	8	279	254; BT_Cry13Aa1
#5	NOV_Cry1Ie2_23.3_ATF15267.1,BT_Cry12Aa1,BT_Cry5Da1,BT_Cry21Ga1,BT_Cry5Ea2,BT_Cry5Ab1	6	280	NOV_Cry1Ie2_23.3_ATF15267.1; 260
#5	NOV_Cry73Aa1_40.0_PQQ47537.1,BT_Cry31Ac1,BT_Cry31Ab1,BT_Cry31Aa6,BT_Cry31Ad1,BT_Cry70Aa1,NOV_Cry70Aa1_77.7_WP_098222608.1,BT_Cry70Bb1,NOV_Cry70Bb1_67.1_OUB77817.1,BT_Cry70Ba1	10	281	NOV_Cry73Aa1_40.0_PQQ47537.1; 255
#6	BT_Cry8Aa1,NOV_Cry8Ab1_80.0_AMR06151.1,NOV_Cry8Ab1_80.3_AFP44678.1,BT_Cry8Ac1,BT_Cry8Ab1,BT_Cry8Ra1,BT_Cry8Ad1,BT_Cry8Db1,BT_Cry8Da1	9	282	273; 15
#6	NOV_Cry14Ab1_42.4_PGW46196.1,NOV_Cry14Aa1_44.0_PGW42274.1,NOV_Cry13Aa1_50.1_ANS46780.1,NOV_Cry14Ab1_85.6_AXE15628.1,BT_Cry14Ab1,BT_Cry14Aa1,NOV_Cry14Aa1_41.1_PGW46198.1,BT_Cry13Aa1,BT_Cry21Ha1,NOV_Cry5Ba1_48.7_TEA80813.1	10	283	279; 78
#6	BT_Cry32Wa1,BT_Cry32Ma1,BT_Cry32Mb1,BT_Cry73Aa1,NOV_Cry73Aa1_88.4_AQM56942.1,NOV_Cry32Ma1_57.7_AXY11484.1,BT_Cry32Ua1,BT_Cry32Da1,NOV_Cry41Ba2_47.9_BAD35157.1,NOV_Cry41Ba2_43.6_BAD35163.1,NOV_Cry41Ba2_42.3_BAD35166.1,BT_Cry41Ba2,BT_Cry32Pa1,NOV_Cry41Ca1_39.9_WP_001075423.1,BT_Cry41Ba1,NOV_Cry32Wa1_39.0_PEE63029.1,BT_Cry62Aa1,NOV_Cry41Ca1_50.4_AZJ24166.1	18	284	269; 245
#6	BT_Cry59Ba1,NOV_Cry40Da1_81.5_AIN76756.1,NOV_Cry40Da1_77.3_ARJ25823.1,BT_Cry40Da1,NOV_Cry40Aa1_67.9_CQ868314.1,BT_Cry40Aa1,BT_Cry40Ba1,BT_Cry40Ca1,NOV_Cry40Da1_66.9_PEU78339.1,NOV_Cry40Da1_65.0_CAH33957.1	10	285	276; 108
#6	NOV_Cry8Aa1_47.1_EEM92570.1,NOV_Cry8Ja1_60.3_PEE68563.1,BT_Cry8Bc1,BT_Cry8Ba1,NOV_Cry8Ba1_88.6_AEP25412.1,BT_Cry8Pa1,BT_Cry8Ja1,BT_Cry8Ea2,BT_Cry47Aa1,NOV_Cry8Db1_51.1_PNK22955.1,NOV_Cry8Db1_49.9_WP_103653049.1	11	286	277; 121
#6	BT_Cry58Aa1,NOV_Cry21Ca1_38.9_AEH76823.1,NOV_Cry58Aa1_27.6_AGS78122.1,NOV_Cry21Ca2_37.1_AOM14729.1,NOV_Cry58Aa1_29.0_AGS78123.2,NOV_Cry21Fa1_31.0_OTW70091.1,NOV_Cry21Fa1_47.3_OTY57628.1,BT_Cry5Ba1,BT_Cry21Aa1,BT_Cry21Ba1,BT_Cry21Fa1	11	287	278; 225
#6	BT_Cry2Ak1,BT_Cry2Aa3,BT_Cry2Al1,NOV_Cry2Ab4_93.2_AIT70915.1,NOV_Cry2Ah2_92.7_AX098631.1,BT_Cry2Ad5,BT_Cry2Ab15,BT_Cry2Aa13,BT_Cry2Ab12,BT_Cry2Ag1,BT_Cry2Ah3	11	288	261; 274
#6	NOV_Cry19Aa1_29.2_PEA88281.1,BT_Cry17Aa1,BT_Cry16Aa1,BT_Cry27Aa1,NOV_Cry27Aa1_80.8_AGV55018.1,NOV_Cry29Aa1_96.4_OUC03129.1,BT_Cry29Aa1,BT_Cry56Aa1,NOV_Cry56Aa4_77.6_ARJ25668.1,NOV_Cry56Aa4_79.3_WP_103592286.1,NOV_Cry56Aa4_56.4_PEU80288.1,NOV_Cry56Aa2_56.0_AGV55019.1	12	289	184; 268
#6	BT_Cry30Aa1,BT_Cry30Ea1,BT_Cry30Fa1,BT_Cry30Ca1,NOV_Cry30Ca1_66.6_BAD00052.1,NOV_Cry30Ga2_64.5_ARJ25665.1,BT_Cry30Db1,BT_Cry30Da1,BT_Cry30Ga1,NOV_Cry10Aa1_94.4_ABW89736.1,NOV_Cry10Aa1_97.2_ABW89735.1,NOV_Cry10Aa1_97.0_ABW89733.1,NOV_Cry54Aa1_88.1_AFU17344.1,BT_Cry54Aa1,BT_Cry54Ba1,BT_Cry48Ab1,BT_Cry48Aa1,NOV_Cry48Aa1_36.6_CAH33948.1,NOV_Cry48Aa1_36.9_CAH33950.1	19	290	272; 133
#6	BT_Cry8La1,BT_Cry8Na1,BT_Cry8Ca1,BT_Cry8Kb1,BT_Cry8Ka3,BT_Cry8Ka1,NOV_Cry8Kb1_73.3_APT36283.1,BT_Cry8Ga1	8	291	BT_Cry8La1; 264
#6	BT_Cry1Ia18,BT_Cry1Ic1,BT_Cry1Ia11,NOV_Cry1Ie5_79.3_PQQ47595.1,BT_Cry1Ie4,BT_Cry1Ig1,BT_Cry1Id1,BT_Cry1Ma1,BT_Cry1Bi1,BT_Cry1Bg1,BT_Cry1Be1,BT_Cry1Bj1,BT_Cry1Bf1,BT_Cry1Ba1,BT_Cry1Bd1,BT_Cry1Bb1,BT_Cry1Bh1,BT_Cry1Ka2,BT_Cry9Ca1	19	292	271; BT_Cry9Ca1
#6	BT_Cry32Ia1,NOV_Cry32Ea2_45.2_WP_087949412.1,BT_Cry32Ha1,BT_Cry32Hb1,BT_Cry32Oa1,BT_Cry32Ea2,BT_Cry32Ea1,BT_Cry32Na1	8	293	275; BT_Cry32Na1
#6	NOV_Cry1Ac23_90.7_CAQ03747.1,NOV_Cry1Ab32_92.7_AAK14337.1,BT_Cry1Ag1,BT_Cry1Aa10,BT_Cry1Ai1,BT_Cry1Eb1,BT_Cry1Ea10,NOV_Cry1Ea10_93.2_AAX86871.1,BT_Cry1A-like,NOV_Cry1Ab12_91.4_AAK14338.1,BT_Cry1Ab2,BT_Cry1Ab12,BT_Cry1Ac39	13	294	270; BT_Cry1Ac39
#6	BT_Cry44Aa1,BT_Cry50Ba1,BT_Cry50Aa1,NOV_Cry19Ba1_74.0_AGV55021.1,BT_Cry19Ba1,BT_Cry19Ca1,BT_Cry52Ca1,NOV_Cry52Ca1_62.9_AZJ24464.1,BT_Cry52Ba1,BT_Cry52Aa1	10	295	BT_Cry44Aa1; 267
#6	BT_Cry53Aa1,BT_Cry53Ab1,BT_Cry43Ca1,BT_Cry43Cc1,BT_Cry43Aa1,BT_Cry43Ba1,BT_Cry43Cb1,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PEU78325.1,NOV_Cry43Cb1_43.9_PEA91147.1	10	296	265; NOV_Cry43Cb1_43.9_PEA91147.1
