Assembly,Level,Cry,ID,Prot_accession,Contig_accession
GCA_002147025.1,Contig,BT_Cry7Ba1,100,OTX53145.1,NFCY01000015.1
GCA_002147055.1,Contig,BT_Cry8Pa2,100,OTX96001.1,NFDA01000020.1
GCA_002147055.1,Contig,BT_Cry8Qa1,100,OTX94785.1,NFDA01000026.1
GCA_002147055.1,Contig,BT_Cry8Kb1,100,OTX85968.1,NFDA01000068.1
GCA_002147085.1,Contig,BT_Cry1Bd1,100,OTY77561.1,NFDO01000017.1
GCA_002147085.1,Contig,NOV_Cry1Ib7_99.9_EXY05450.1,99.9,OTY74986.1,NFDO01000048.1
GCA_002147085.1,Contig,BT_Cry2Ac6,100,OTY64265.1,NFDO01000106.1
GCA_002147085.1,Contig,BT_Cry1Db1,100,OTY63536.1,NFDO01000120.1
GCA_002147085.1,Contig,BT_Cry1Fb1,100,OTY63537.1,NFDO01000120.1
GCA_002147085.1,Contig,NOV_Cry9Ba2_99.6_OTY56302.1,99.6,OTY56302.1,NFDO01000185.1
GCA_002147085.1,Contig,NOV_Cry9Aa1_99.8_OTY56301.1,99.8,OTY56301.1,NFDO01000186.1
GCA_002147085.1,Contig,NOV_Cry1Gb2_99.9_OTY56195.1,99.9,OTY56195.1,NFDO01000190.1
GCA_002147085.1,Contig,BT_Cry1Ab35,100,OTY54786.1,NFDO01000198.1
GCA_002147085.1,Contig,NOV_Cry2Ab4_98.6_OTW61456.1,98.6,OTY50446.1,NFDO01000213.1
GCA_002147085.1,Contig,BT_Cry1Cb1,100,OTY50443.1,NFDO01000214.1
GCA_002147085.1,Contig,NOV_Cry2Ab4_96.7_OTW63083.1,96.7,OTY50440.1,NFDO01000215.1
GCA_002147085.1,Contig,BT_Cry1Ga1,100,OTY50433.1,NFDO01000216.1
GCA_002147105.1,Contig,NOV_Cry1Ab35_99.9_OTY90981.1,99.9,OTY90981.1,NFDR01000064.1
GCA_002147105.1,Contig,BT_Cry1Bd1,100,OTY88175.1,NFDR01000097.1
GCA_002147105.1,Contig,BT_Cry1Ga1,100,OTY85311.1,NFDR01000140.1
GCA_002147105.1,Contig,NOV_Cry1Gb2_99.9_OTY56195.1,99.9,OTY84534.1,NFDR01000146.1
GCA_002147105.1,Contig,NOV_Cry9Ba2_99.9_OTY81209.1,99.9,OTY81209.1,NFDR01000186.1
GCA_002147105.1,Contig,NOV_Cry1Ib7_99.9_EXY05450.1,99.9,OTY81129.1,NFDR01000187.1
GCA_002147105.1,Contig,BT_Cry1Db1,100,OTY81130.1,NFDR01000187.1
GCA_002147105.1,Contig,BT_Cry1Fb1,100,OTY81131.1,NFDR01000187.1
GCA_002147105.1,Contig,BT_Cry9Aa1,100,OTY81124.1,NFDR01000188.1
GCA_002147105.1,Contig,BT_Cry2Ac6,100,OTY81076.1,NFDR01000190.1
GCA_002147105.1,Contig,BT_Cry1Cb1,100,OTY80983.1,NFDR01000193.1
GCA_002147105.1,Contig,BT_Cry2Ab4,100,OTY80916.1,NFDR01000195.1
GCA_002147155.1,Scaffold,BT_Cry2Ab1,100,OTZ05470.1,NFDV01000214.1
GCA_002147155.1,Scaffold,BT_Cry1Aa12,100,OTZ05476.1,NFDV01000214.1
GCA_002147155.1,Scaffold,BT_Cry1Ia10,100,OTZ05477.1,NFDV01000214.1
GCA_002147155.1,Scaffold,BT_Cry1Da1,100,OTZ00150.1,NFDV01000264.1
GCA_002147155.1,Scaffold,BT_Cry1Ca15,100,OTZ00152.1,NFDV01000264.1
GCA_002147165.1,Scaffold,BT_Cry1Ia10,100,OTY84077.1,NFDU01000155.1
GCA_002147165.1,Scaffold,BT_Cry2Ab1,100,OTY83992.1,NFDU01000157.1
GCA_002147165.1,Scaffold,BT_Cry1Ca15,100,OTY76348.1,NFDU01000248.1
GCA_002147165.1,Scaffold,BT_Cry1Da1,100,OTY76350.1,NFDU01000248.1
GCA_002147185.1,Contig,BT_Cry1Ca15,100,OTZ15274.1,NFDW01000121.1
GCA_002147185.1,Contig,BT_Cry1Da1,100,OTZ15276.1,NFDW01000121.1
GCA_002147185.1,Contig,BT_Cry1Ia10,100,OTZ15087.1,NFDW01000124.1
GCA_002147185.1,Contig,BT_Cry2Ab1,100,OTZ13168.1,NFDW01000149.1
GCA_002147185.1,Contig,BT_Cry9Ea1,100,OTZ11691.1,NFDW01000165.1
GCA_002147235.1,Contig,BT_Cry1Ia10,100,OTY98192.1,NFDX01000152.1
GCA_002147235.1,Contig,BT_Cry1Aa12,100,OTY98193.1,NFDX01000152.1
GCA_002147235.1,Contig,BT_Cry2Ab1,100,OTY98199.1,NFDX01000152.1
GCA_002147235.1,Contig,BT_Cry9Ea1,100,OTY98186.1,NFDX01000153.1
GCA_002147245.1,Contig,BT_Cry1Ac17,100,OTZ48089.1,NFDZ01000007.1
GCA_002147245.1,Contig,BT_Cry2Ab1,100,OTZ43079.1,NFDZ01000058.1
GCA_002147245.1,Contig,BT_Cry1Aa11,100,OTZ38706.1,NFDZ01000102.1
GCA_002147245.1,Contig,BT_Cry1Ia10,100,OTZ20302.1,NFDZ01000270.1
GCA_002147245.1,Contig,BT_Cry2Aa1,100,OTZ20305.1,NFDZ01000270.1
GCA_002147255.1,Scaffold,BT_Cry1Ea11,100,OTZ18389.1,NFDY01000107.1
GCA_002147255.1,Scaffold,BT_Cry2Aa1,100,OTZ15900.1,NFDY01000139.1
GCA_002147255.1,Scaffold,NOV_Cry1Ia14_99.6_OTX17809.1,99.6,OTZ15903.1,NFDY01000139.1
GCA_002147255.1,Scaffold,NOV_Cry1Ac2_99.8_OTZ14059.1,99.8,OTZ14059.1,NFDY01000165.1
GCA_002147315.1,Scaffold,NOV_Cry8Aa1_46.1_OTZ58098.1,46.1,OTZ58098.1,NFEB01000014.1
GCA_002147315.1,Scaffold,BT_Cry2Ad1,100,OTZ54220.1,NFEB01000035.1
GCA_002147315.1,Scaffold,NOV_Cry1Hb1_98.0_AMR88562.1,98,OTZ53847.1,NFEB01000036.1
GCA_002147315.1,Scaffold,BT_Cry1Bb1,100,OTZ53849.1,NFEB01000036.1
GCA_002147315.1,Scaffold,BT_Cry1Ab18,100,OTZ53852.1,NFEB01000036.1
GCA_002147315.1,Scaffold,NOV_Cry1Nb1_99.0_AMR88570.1,99,OTZ53859.1,NFEB01000036.1
GCA_002147315.1,Scaffold,BT_Cry1Ja2,100,OTZ53864.1,NFEB01000036.1
GCA_002147315.1,Scaffold,BT_Cry1Id1,100,OTZ53867.1,NFEB01000036.1
GCA_002147315.1,Scaffold,NOV_Cry1Da3_99.9_AMR88578.1,99.9,OTZ53868.1,NFEB01000036.1
GCA_002147325.1,Scaffold,NOV_Cry1Fb4_99.8_AMR88428.1,99.8,OTZ39194.1,NFEC01000033.1
GCA_002147325.1,Scaffold,NOV_Cry1Ka2_99.8_OTZ32741.1,99.8,OTZ32741.1,NFEC01000097.1
GCA_002147325.1,Scaffold,BT_Cry2Ad1,100,OTZ30763.1,NFEC01000108.1
GCA_002147325.1,Scaffold,NOV_Cry1Hb1_98.0_AMR88562.1,98,OTZ30108.1,NFEC01000118.1
GCA_002147325.1,Scaffold,BT_Cry1Bb1,100,OTZ30110.1,NFEC01000118.1
GCA_002147325.1,Scaffold,BT_Cry1Ab18,100,OTZ30113.1,NFEC01000118.1
GCA_002147325.1,Scaffold,NOV_Cry1Ib11_99.9_KIP24195.1,99.9,OTZ30120.1,NFEC01000118.1
GCA_002147375.1,Contig,NOV_Cry1Gb2_99.8_OTW53896.1,99.8,OTZ63029.1,NFEE01000025.1
GCA_002147375.1,Contig,BT_Cry1Bd1,100,OTZ53632.1,NFEE01000106.1
GCA_002147375.1,Contig,BT_Cry2Ab4,100,OTZ53086.1,NFEE01000110.1
GCA_002147375.1,Contig,BT_Cry1Cb1,100,OTZ52987.1,NFEE01000112.1
GCA_002147375.1,Contig,NOV_Cry1Ab35_99.6_OTW51788.1,99.6,OTZ48347.1,NFEE01000139.1
GCA_002147375.1,Contig,NOV_Cry9Aa1_99.5_OTZ47101.1,99.5,OTZ47101.1,NFEE01000161.1
GCA_002147375.1,Contig,NOV_Cry9Ba2_99.9_OTZ46996.1,99.9,OTZ46996.1,NFEE01000162.1
GCA_002147375.1,Contig,BT_Cry1Ga1,100,OTZ46390.1,NFEE01000167.1
GCA_002147375.1,Contig,NOV_Cry2Ab4_98.1_OTZ46143.1,98.1,OTZ46143.1,NFEE01000171.1
GCA_002147375.1,Contig,BT_Cry1Db1,100,OTZ43629.1,NFEE01000193.1
GCA_002147375.1,Contig,BT_Cry1Fb1,100,OTZ43630.1,NFEE01000193.1
GCA_002147375.1,Contig,NOV_Cry1Ib7_99.9_EXY05450.1,99.9,OTZ43567.1,NFEE01000194.1
GCA_002147375.1,Contig,BT_Cry2Ac6,100,OTZ43161.1,NFEE01000198.1
GCA_002147415.1,Contig,NOV_Cry7Ab3_99.8_OTZ77559.1,99.8,OTZ77559.1,NFEH01000037.1
GCA_002147435.1,Scaffold,BT_Cry2Ab1,100,OUA04284.1,NFEI01000038.1
GCA_002147435.1,Scaffold,BT_Cry1Ia10,100,OUA02994.1,NFEI01000051.1
GCA_002147435.1,Scaffold,BT_Cry1Ac1,100,OTZ94741.1,NFEI01000122.1
GCA_002147435.1,Scaffold,BT_Cry1Aa12,100,OTZ93984.1,NFEI01000129.1
GCA_002147495.1,Scaffold,BT_Cry1Ea11,100,OTZ98517.1,NFEK01000052.1
GCA_002147535.1,Contig,BT_Cry1Ea11,100,OUA02427.1,NFEM01000074.1
GCA_002147535.1,Contig,NOV_Cry1Ac2_99.8_OTZ14059.1,99.8,OTZ97385.1,NFEM01000123.1
GCA_002147535.1,Contig,NOV_Cry1Ia14_99.6_OTX17809.1,99.6,OTZ92959.1,NFEM01000156.1
GCA_002147535.1,Contig,BT_Cry2Aa1,100,OTZ92962.1,NFEM01000156.1
GCA_002147555.1,Scaffold,BT_Cry9Ea1,100,OUA19853.1,NFEN01000134.1
GCA_002147555.1,Scaffold,BT_Cry2Ab1,100,OUA19157.1,NFEN01000142.1
GCA_002147555.1,Scaffold,BT_Cry1Ia10,100,OUA19085.1,NFEN01000146.1
GCA_002147555.1,Scaffold,BT_Cry1Ca15,100,OUA13599.1,NFEN01000240.1
GCA_002147555.1,Scaffold,BT_Cry1Da1,100,OUA13601.1,NFEN01000240.1
GCA_002147565.1,Contig,BT_Cry9Ea1,100,OUA29863.1,NFEP01000023.1
GCA_002147565.1,Contig,BT_Cry1Ac1,100,OUA23293.1,NFEP01000082.1
GCA_002147565.1,Contig,BT_Cry1Aa12,100,OUA22636.1,NFEP01000092.1
GCA_002147565.1,Contig,BT_Cry1Ia10,100,OUA22575.1,NFEP01000093.1
GCA_002147565.1,Contig,BT_Cry1Ca15,100,OUA22580.1,NFEP01000093.1
GCA_002147565.1,Contig,NOV_Cry1Da1_99.6_OUA22582.1,99.6,OUA22582.1,NFEP01000093.1
GCA_002147565.1,Contig,BT_Cry2Ab1,100,OUA14469.1,NFEP01000214.1
GCA_002147575.1,Contig,BT_Cry9Ea1,100,OUA21361.1,NFEO01000104.1
GCA_002147575.1,Contig,BT_Cry2Ab1,100,OUA20993.1,NFEO01000107.1
GCA_002147575.1,Contig,BT_Cry1Aa12,100,OUA20999.1,NFEO01000107.1
GCA_002147575.1,Contig,BT_Cry1Ia10,100,OUA21000.1,NFEO01000107.1
GCA_002147575.1,Contig,BT_Cry1Ca15,100,OUA21005.1,NFEO01000107.1
GCA_002147575.1,Contig,BT_Cry1Da1,100,OUA21007.1,NFEO01000107.1
GCA_002147605.1,Contig,BT_Cry2Ab1,100,OUA49687.1,NFEQ01000071.1
GCA_002147605.1,Contig,BT_Cry1Ab1,100,OUA40858.1,NFEQ01000163.1
GCA_002147605.1,Contig,NOV_Cry1Aa12_99.9_OUA40850.1,99.9,OUA40850.1,NFEQ01000164.1
GCA_002147605.1,Contig,BT_Cry1Ia10,100,OUA34007.1,NFEQ01000251.1
GCA_002147605.1,Contig,BT_Cry1Ca15,100,OUA34012.1,NFEQ01000251.1
GCA_002147605.1,Contig,BT_Cry1Da1,100,OUA34014.1,NFEQ01000251.1
GCA_002147635.1,Contig,BT_Cry9Ea1,100,OUA38461.1,NFER01000123.1
GCA_002147635.1,Contig,BT_Cry1Ia10,100,OUA36885.1,NFER01000141.1
GCA_002147635.1,Contig,BT_Cry1Aa12,100,OUA36886.1,NFER01000141.1
GCA_002147635.1,Contig,BT_Cry2Ab1,100,OUA36892.1,NFER01000141.1
GCA_002147645.1,Contig,BT_Cry9Ea1,100,OUA45353.1,NFES01000054.1
GCA_002147645.1,Contig,BT_Cry1Ab1,100,OUA40248.1,NFES01000104.1
GCA_002147645.1,Contig,NOV_Cry1Aa12_99.9_OUA35577.1,99.9,OUA35577.1,NFES01000167.1
GCA_002147645.1,Contig,BT_Cry2Ab1,100,OUA34148.1,NFES01000188.1
GCA_002147645.1,Contig,BT_Cry1Ia10,100,OUA32933.1,NFES01000208.1
GCA_002147645.1,Contig,BT_Cry1Ca15,100,OUA32938.1,NFES01000208.1
GCA_002147645.1,Contig,BT_Cry1Da1,100,OUA32940.1,NFES01000208.1
GCA_002147685.1,Contig,BT_Cry9Ea1,100,OUA82733.1,NFEU01000056.1
GCA_002147685.1,Contig,BT_Cry2Ab1,100,OUA67399.1,NFEU01000196.1
GCA_002147685.1,Contig,BT_Cry1Aa12,100,OUA67405.1,NFEU01000196.1
GCA_002147685.1,Contig,BT_Cry1Ia10,100,OUA67406.1,NFEU01000196.1
GCA_002147685.1,Contig,BT_Cry1Ca15,100,OUA67411.1,NFEU01000196.1
GCA_002147685.1,Contig,BT_Cry1Da1,100,OUA67413.1,NFEU01000196.1
GCA_002147725.1,Contig,BT_Cry9Ea1,100,OUA77719.1,NFEV01000132.1
GCA_002147725.1,Contig,BT_Cry2Ab1,100,OUA76906.1,NFEV01000140.1
GCA_002147725.1,Contig,BT_Cry1Da1,100,OUA76864.1,NFEV01000141.1
GCA_002147725.1,Contig,BT_Cry1Ca15,100,OUA76866.1,NFEV01000141.1
GCA_002147725.1,Contig,BT_Cry1Ia10,100,OUA76871.1,NFEV01000141.1
GCA_002147835.1,Contig,BT_Cry41Ba2,100,OUB04094.1,MOOJ01000008.1
GCA_002147835.1,Contig,NOV_Cry66Aa1_99.0_OUA92623.1,99,OUA92623.1,MOOJ01000053.1
GCA_002147895.1,Contig,BT_Cry20Ba2,100,OUB62847.1,MOOK01000008.1
GCA_002147895.1,Contig,NOV_Cry19Ba1_98.0_OUB51426.1,98,OUB51426.1,MOOK01000109.1
GCA_002147935.1,Contig,BT_Cry73Aa1,100,OUB36504.1,MOOO01000171.1
GCA_002147955.1,Scaffold,BT_Cry8Ba2,100,OUB35201.1,MOON01000023.1
GCA_002147955.1,Scaffold,BT_Cry8Ba2,100,OUB29323.1,MOON01000077.1
GCA_002147955.1,Scaffold,BT_Cry8Ba2,100,OUB22932.1,MOON01000109.1
GCA_002147955.1,Scaffold,BT_Cry8Ba2,100,OUB21150.1,MOON01000117.1
GCA_002148015.1,Contig,NOV_Cry4Ba1_63.8_OUB35623.1,63.8,OUB35623.1,MOOM01000042.1
GCA_002148045.1,Scaffold,NOV_Cry25Aa1_97.8_OUB78400.1,97.8,OUB78400.1,MOOS01000004.1
GCA_002148045.1,Scaffold,BT_Cry11Ba1,100,OUB77820.1,MOOS01000026.1
GCA_002148065.1,Scaffold,NOV_Cry70Bb1_67.1_OUB77817.1,67.1,OUB77817.1,MOOR01000040.1
GCA_002148155.1,Scaffold,NOV_Cry11Bb1_99.7_OUC03368.1,99.7,OUC03368.1,MOOV01000043.1
GCA_002148155.1,Scaffold,NOV_Cry29Aa1_96.4_OUC03129.1,96.4,OUC03129.1,MOOV01000061.1
GCA_002173755.1,Complete Genome,BT_Cry7Ba1,100,ARV91367.1,CP017574.1
GCA_002173755.1,Complete Genome,NOV_Cry7Ia1_99.9_ARV91400.1,99.9,ARV91400.1,CP017574.1
GCA_002236945.1,Scaffold,BT_Cry9Ea1,100,OXR51181.1,NHZG01000143.1
GCA_002236945.1,Scaffold,BT_Cry1Ia10,100,OXR53711.1,NHZG01000036.1
GCA_002236945.1,Scaffold,BT_Cry1Ca15,100,OXR53716.1,NHZG01000036.1
GCA_002236945.1,Scaffold,BT_Cry1Da1,100,OXR53718.1,NHZG01000036.1
GCA_002236945.1,Scaffold,BT_Cry2Ab1,100,OXR51828.1,NHZG01000092.1
GCA_002243685.1,Complete Genome,NOV_Cry1Ba1_99.9_AST05277.1,99.9,AST05277.1,CP020756.1
GCA_002268645.2,Contig,BT_Cry1Ca15,100,PHQ17955.1,NHPK02000115.1
GCA_002268645.2,Contig,BT_Cry1Ia10,100,PHQ17551.1,NHPK02000153.1
GCA_002268645.2,Contig,BT_Cry9Ea1,100,PHQ17458.1,NHPK02000168.1
GCA_002268645.2,Contig,BT_Cry1Da1,100,PHQ17345.1,NHPK02000196.1
GCA_002268645.2,Contig,BT_Cry2Ab1,100,PHQ18226.1,NHPK02000099.1
GCA_002550215.1,Scaffold,NOV_Cry5Ba1_99.8_PDY40352.1,99.8,PDY40352.1,NVKR01000002.1
GCA_002550215.1,Scaffold,NOV_Cry65Aa2_55.6_PDY37670.1,55.6,PDY37670.1,NVKR01000034.1
GCA_002551615.1,Scaffold,NOV_Cry19Aa1_29.2_PEA88281.1,29.2,PEA88281.1,NVNL01000033.1
GCA_002551615.1,Scaffold,NOV_Cry43Cb1_43.9_PEA91147.1,43.9,PEA91147.1,NVNL01000006.1
GCA_002551615.1,Scaffold,NOV_Cry4Cb3_34.4_PEA86378.1,34.4,PEA86378.1,NVNL01000077.1
GCA_002552905.1,Scaffold,NOV_Cry73Ba1_39.0_PEE63029.1,39,PEE63029.1,NVKJ01000036.1
GCA_002552915.1,Scaffold,NOV_Cry8Ja1_60.3_PEE68563.1,60.3,PEE68563.1,NVKK01000038.1
GCA_002552985.1,Scaffold,NOV_Cry73Ba1_39.0_PEE63029.1,39,PEE85821.1,NVKY01000072.1
GCA_002555365.1,Scaffold,BT_Cry1Ia10,100,PEK85070.1,NUCJ01000100.1
GCA_002555365.1,Scaffold,BT_Cry2Aa1,100,PEK85073.1,NUCJ01000100.1
GCA_002555365.1,Scaffold,BT_Cry2Ab1,100,PEK97620.1,NUCJ01000004.1
GCA_002558015.1,Scaffold,NOV_Cry69Ab1_58.0_PER42111.1,58,PEU83535.1,NTVJ01000125.1
GCA_002558015.1,Scaffold,NOV_Cry9Ga1_57.2_PER39584.1,57.2,PEU81077.1,NTVJ01000148.1
GCA_002558015.1,Scaffold,NOV_Cry56Aa4_56.4_PER37538.1,56.4,PEU80288.1,NTVJ01000156.1
GCA_002558015.1,Scaffold,NOV_Cry40Da1_66.9_PER55269.1,66.9,PEU78339.1,NTVJ01000175.1
GCA_002558015.1,Scaffold,NOV_Cry71Aa1_65.9_PER41598.1,65.9,PEU78325.1,NTVJ01000176.1
GCA_002558015.1,Scaffold,NOV_Cry70Ba1_97.3_PER34669.1,97.3,PEU74801.1,NTVJ01000233.1
GCA_002558015.1,Scaffold,NOV_Cry68Aa1_80.1_PER38368.1,80.1,PEU91245.1,NTVJ01000032.1
GCA_002558525.1,Scaffold,NOV_Cry69Ab1_58.0_PER42111.1,58,PER42111.1,NTYF01000198.1
GCA_002558525.1,Scaffold,NOV_Cry71Aa1_65.9_PER41598.1,65.9,PER41598.1,NTYF01000206.1
GCA_002558525.1,Scaffold,NOV_Cry9Ga1_57.2_PER39584.1,57.2,PER39584.1,NTYF01000218.1
GCA_002558525.1,Scaffold,NOV_Cry68Aa1_80.1_PER38368.1,80.1,PER38368.1,NTYF01000234.1
GCA_002558525.1,Scaffold,NOV_Cry56Aa4_56.4_PER37538.1,56.4,PER37538.1,NTYF01000246.1
GCA_002558525.1,Scaffold,NOV_Cry40Da1_66.9_PER55269.1,66.9,PER55269.1,NTYF01000024.1
GCA_002558525.1,Scaffold,NOV_Cry70Ba1_97.3_PER34669.1,97.3,PER34669.1,NTYF01000308.1
GCA_002559825.1,Scaffold,NOV_Cry73Ba1_39.2_PFB88478.1,39.2,PFB88478.1,NTQD01000005.1
GCA_002560645.1,Contig,NOV_Cry32Ma1_37.1_PFE13212.1,37.1,PFE13212.1,NTRS01000073.1
GCA_002560695.1,Scaffold,NOV_Cry65Aa2_70.8_PFE36768.1,70.8,PFE36768.1,NTRU01000174.1
GCA_002560695.1,Scaffold,NOV_Cry5Ba1_99.8_PDY40352.1,99.8,PFE29821.1,NTRU01000302.1
GCA_002560695.1,Scaffold,BT_Cry5Aa1,100,PFE45262.1,NTRU01000084.1
GCA_002561465.1,Scaffold,NOV_Cry1Ib11_99.9_KIP24195.1,99.9,PFA82393.1,NTUS01000221.1
GCA_002561465.1,Scaffold,BT_Cry1Ja1,100,PFA97486.1,NTUS01000076.1
GCA_002561825.1,Scaffold,NOV_Cry21Ba1_28.9_PEZ39117.1,28.9,PEZ39117.1,NTTO01000047.1
GCA_002563205.1,Scaffold,NOV_Cry8Aa1_46.1_OTZ58098.1,46.1,PFF41055.1,NTSL01000039.1
GCA_002564505.1,Scaffold,NOV_Cry9Ga1_57.2_PER39584.1,57.2,PFI05053.1,NUUZ01000131.1
GCA_002564505.1,Scaffold,NOV_Cry71Aa1_65.9_PER41598.1,65.9,PFI04008.1,NUUZ01000149.1
GCA_002564505.1,Scaffold,NOV_Cry68Aa1_80.1_PER38368.1,80.1,PFH99743.1,NUUZ01000211.1
GCA_002564505.1,Scaffold,NOV_Cry56Aa4_56.4_PER37538.1,56.4,PFH99578.1,NUUZ01000218.1
GCA_002564505.1,Scaffold,NOV_Cry69Ab1_58.0_PER42111.1,58,PFH99374.1,NUUZ01000224.1
GCA_002564505.1,Scaffold,NOV_Cry40Da1_66.9_PER55269.1,66.9,PFH98146.1,NUUZ01000256.1
GCA_002564505.1,Scaffold,NOV_Cry70Ba1_97.3_PER34669.1,97.3,PFI06834.1,NUUZ01000087.1
GCA_002565385.1,Contig,NOV_Cry32Ma1_37.1_PFE13212.1,37.1,PFJ62899.1,NUWB01000023.1
GCA_002566325.1,Scaffold,NOV_Cry73Ba1_39.2_PFK99360.1,39.2,PFK99360.1,NUWX01000002.1
GCA_002566555.1,Scaffold,NOV_Cry73Ba1_39.0_PEE63029.1,39,PFM86094.1,NUYG01000063.1
GCA_002566935.1,Scaffold,NOV_Cry73Ba1_39.0_PFP10217.1,39,PFP10217.1,NUZR01000007.1
GCA_002568285.1,Scaffold,NOV_Cry8Aa1_46.1_OTZ58098.1,46.1,PFT09171.1,NVCK01000044.1
GCA_002570855.1,Scaffold,NOV_Cry32Ma1_37.1_PFE13212.1,37.1,PFV01225.1,NVDM01000021.1
GCA_002571105.1,Scaffold,NOV_Cry5Ba1_99.8_PDY40352.1,99.8,PFT97155.1,NVCX01000141.1
GCA_002571105.1,Scaffold,NOV_Cry65Aa2_70.8_PFE36768.1,70.8,PFU07373.1,NVCX01000059.1
GCA_002571265.1,Scaffold,NOV_Cry73Ba1_39.2_PFV85565.1,39.2,PFV85565.1,NVEF01000073.1
GCA_002571305.1,Scaffold,NOV_Cry71Aa1_65.9_PER41598.1,65.9,PFW25264.1,NVEK01000186.1
GCA_002571305.1,Scaffold,NOV_Cry9Ga1_58.2_PFW49142.1,58.2,PFW49142.1,NVEK01000018.1
GCA_002571305.1,Scaffold,NOV_Cry68Aa1_80.1_PER38368.1,80.1,PFW24146.1,NVEK01000201.1
GCA_002571305.1,Scaffold,NOV_Cry69Ab1_58.0_PER42111.1,58,PFW19349.1,NVEK01000319.1
GCA_002571305.1,Scaffold,NOV_Cry70Ba1_97.3_PER34669.1,97.3,PFW18565.1,NVEK01000342.1
GCA_002571305.1,Scaffold,NOV_Cry40Da1_66.9_PER55269.1,66.9,PFW17822.1,NVEK01000362.1
GCA_002571305.1,Scaffold,NOV_Cry56Aa4_56.4_PER37538.1,56.4,PFW20907.1,NVEK01000257.1
GCA_002572135.1,Scaffold,BT_Cry2Aa1,100,PGE54611.1,NVJS01000099.1
GCA_002572135.1,Scaffold,BT_Cry1Ia10,100,PGE54614.1,NVJS01000099.1
GCA_002572135.1,Scaffold,BT_Cry2Ab1,100,PGE63619.1,NVJS01000005.1
GCA_002574115.1,Scaffold,BT_Cry2Aa1,100,PGK06240.1,NUFO01000009.1
GCA_002574115.1,Scaffold,BT_Cry1Ia10,100,PGK06243.1,NUFO01000009.1
GCA_002574115.1,Scaffold,BT_Cry1Aa12,100,PGK06244.1,NUFO01000009.1
GCA_002574115.1,Scaffold,BT_Cry2Ab1,100,PGK06250.1,NUFO01000009.1
GCA_002574115.1,Scaffold,BT_Cry1Ba1,100,PGH98789.1,NUFO01000053.1
GCA_002574265.1,Scaffold,NOV_Cry8Aa1_46.1_OTZ58098.1,46.1,PGK36565.1,NUFW01000038.1
GCA_002574895.1,Scaffold,NOV_Cry5Ba1_99.6_PGL13502.1,99.6,PGL13502.1,NUGJ01000222.1
GCA_002576585.1,Scaffold,NOV_Cry5Aa1_99.7_PGO36223.1,99.7,PGO36223.1,NUIK01000102.1
GCA_002576585.1,Scaffold,NOV_Cry5Ba1_99.8_PDY40352.1,99.8,PGO34936.1,NUIK01000111.1
GCA_002576585.1,Scaffold,NOV_Cry65Aa2_55.6_PDY37670.1,55.6,PGO34728.1,NUIK01000114.1
GCA_002576765.1,Scaffold,NOV_Cry73Ba1_39.0_PFP10217.1,39,PGP47008.1,NUJG01000096.1
GCA_002577025.1,Scaffold,NOV_Cry73Ba1_39.2_PFV85565.1,39.2,PGR92655.1,NUKV01000051.1
GCA_002578625.1,Scaffold,NOV_Cry73Ba1_39.0_PGU92045.1,39,PGU92045.1,NUMX01000070.1
GCA_002581075.1,Scaffold,BT_Cry2Ab1,100,PHD77627.1,NUSR01000157.1
GCA_002581075.1,Scaffold,BT_Cry2Aa1,100,PHD85153.1,NUSR01000060.1
GCA_002581075.1,Scaffold,BT_Cry1Ia10,100,PHD85156.1,NUSR01000060.1
GCA_002583285.1,Scaffold,NOV_Cry73Ba1_39.0_PFP10217.1,39,PGY60137.1,NUPE01000009.1
GCA_002584205.1,Scaffold,NOV_Cry14Aa1_44.0_PGW42274.1,44,PGW42274.1,NUNU01000102.1
GCA_002584205.1,Scaffold,NOV_Cry14Ab1_42.4_PGW46196.1,42.4,PGW46196.1,NUNU01000061.1
GCA_002584205.1,Scaffold,NOV_Cry14Aa1_41.1_PGW46198.1,41.1,PGW46198.1,NUNU01000061.1
GCA_002585935.1,Scaffold,NOV_Cry21Ba1_28.9_PEZ39117.1,28.9,PGY63215.1,NUPB01000012.1
GCA_002586085.1,Scaffold,NOV_Cry70Ba1_97.3_PER34669.1,97.3,PGY64190.1,NUPG01000184.1
GCA_002586085.1,Scaffold,NOV_Cry68Aa1_80.1_PER38368.1,80.1,PGY64183.1,NUPG01000186.1
GCA_002586085.1,Scaffold,NOV_Cry40Da1_66.9_PER55269.1,66.9,PGY64101.1,NUPG01000191.1
GCA_002586085.1,Scaffold,NOV_Cry71Aa1_65.9_PER41598.1,65.9,PGY63227.1,NUPG01000228.1
GCA_002586085.1,Scaffold,NOV_Cry69Ab1_58.0_PER42111.1,58,PGY73908.1,NUPG01000083.1
GCA_002589015.1,Scaffold,BT_Cry2Ab1,100,PHG40087.1,NUUL01000114.1
GCA_002589015.1,Scaffold,BT_Cry1Ia10,100,PHG55433.1,NUUL01000006.1
GCA_002589015.1,Scaffold,BT_Cry2Aa1,100,PHG55436.1,NUUL01000006.1
GCA_002589045.1,Scaffold,BT_Cry2Aa1,100,PHF50510.1,NUTX01000397.1
GCA_002589045.1,Scaffold,BT_Cry1Ia10,100,PHF50513.1,NUTX01000397.1
GCA_002589045.1,Scaffold,BT_Cry2Ab1,100,PHF69249.1,NUTX01000040.1
