Cry2Ab36	MK391632	 	 	Baranek et al	2019	MPU B5	 
Cry2Ac1	CAA40536	 	 	Aronson	1991	Bt shanghai S1	 
Cry2Ac2	AAG35410	 	 	Song et al	2000	 	 
Cry2Ac3	AAQ52385	 	 	Baum et al	2003	 	 
Cry2Ac4	ABC95997	 	 	Huang et al	2006	Bt WB9	 
Cry2Ac5	ABC74969	 	 	Zhang et al	2005	 	 
Cry2Ac6	ABC74793	 	 	Xia et al	2006	Bt wuhanensis	 
Cry2Ac7	CAL18690	 	 	Saleem et al	2008	Bt SBSBT-1	 
Cry2Ac8	CAM09325	 	 	Saleem et al	2007	Bt CMBL-BT1	 
Cry2Ac9	CAM09326	 	 	Saleem et al	2007	Bt CMBL-BT2	 
Cry2Ac10	ABN15104	 	 	Bai et al	2007	Bt QCL-1	 
Cry2Ac11	CAM83895	 	 	Saleem et al	2007	Bt HD29	 
Cry2Ac12	CAM83896	 	 	Saleem et al	2007	Bt CMBL-BT3	 
Cry2Ad1	AAF09583	 	 	Choi et al	1999	Bt BR30	 
Cry2Ad2	ABC86927	 	 	Huang et al	2006	Bt WB10	 
Cry2Ad3	CAK29504	 	 	Saleem et al	2006	Bt 5_2AcT(1)	 
Cry2Ad4	CAM32331	 	 	Saleem et al	2007	Bt CMBL-BT2	 
Cry2Ad5	CAO78739 	 	 	Saleem et al	2007	Bt HD29	 
Cry2Ae1	AAQ52362	 	 	Baum et al	2003	 	 
Cry2Af1	ABO30519	 	 	Beard et al	2007	Bt C81	 
Cry2Af2	GQ866915	306977643	306977642	Katara & Kaur 	2011	SK-758	 
Cry2Ag1	ACH91610	 	 	Zhu et al	2008	Bt JF19-2	 
Cry2Ah1	EU939453	218963751	218963750	Zhang et al	2011	Bt SC6H8	 
Cry2Ah2	ACL80665	 	 	Zhang et al	2009	Bt BRC-ZQL3	 
Cry2Ah3	GU073380	309274394	309274393	Lixin Du	2012	HYW-8	 
Cry2Ah4	KC156702	 	 	Sampson et al	2012	ARP193	 
Cry2Ah5	KT692984	 	 	Yakun Zhang	2015	Bt GS3	 
Cry2Ah6	KX034204	 	 	Ling Chen	2016	 	 
Cry2Ai1	FJ788388	 	259166843	Udayasuriyan et al	2009	Bt	 
Cry2Ak1	KC156660	 	 	Sampson et al	2012	ARP067	 
Cry2Al1	KJ149819	 	 	Indraarulselvi & Reyaz	2014	Bt SWK1	 
Cry2Ba1	KC156658	 	 	Sampson et al	2012	ARP026	 
Cry2Ba2	KF014123	 	 	Guihua Chen	2014	HD395	 
Cry3Aa1	AAA22336	 	 	Herrnstadt et al	1987	Bt san diego	 
Cry3Aa2	AAA22541	 	 	Sekar et al	1987	Bt tenebrionis	 
Cry3Aa3	CAA68482	 	 	Hofte et al	1987	 	 
Cry3Aa4	AAA22542	 	 	McPherson et al	1988	Bt tenebrionis	 
Cry3Aa5	AAA50255	 	 	Donovan et al	1988	Bt morrisoni EG2158	 
Cry3Aa6	AAC43266	 	 	Adams et al	1994	Bt tenebrionis	 
Cry3Aa7	CAB41411	 	 	Zhang et al	1999	Bt 22	 
Cry3Aa8	AAS79487	 	 	Gao and Cai	2004	Bt YM-03	 
Cry3Aa9	AAW05659	 	 	Bulla and Candas	2004	Bt UTD-001	 
Cry3Aa10	AAU29411	 	 	Chen et al	2004	Bt 886	 
Cry3Aa11	AAW82872	 	 	Kurt et al	2005	Bt tenebrionis Mm2	 
Cry3Aa12	ABY49136 	 	 	Sezen et al	2008	Bt tenebrionis	 
Cry3Ba1	CAA34983	 	 	Sick et al	1990	Bt tolworthi 43F	 
Cry3Ba2	CAA00645	 	 	Peferoen et al	1990	Bt PGSI208	 
Cry3Ba3	JQ397327	 	 	Palma et al	2016	Bt ML090	 
Cry3Bb1	AAA22334	 	 	Donovan et al	1992	Bt EG4961	 
Cry3Bb2	AAA74198	 	 	Donovan et al	1995	Bt EG5144	 
Cry3Bb3	I15475	 	 	Peferoen et al	1995	 	DNA sequence only
Cry3Ca1	CAA42469	 	 	Lambert et al	1992	Bt kurstaki BtI109P	 
Cry4Aa1	CAA68485	 	 	Ward & Ellar	1987	Bt israelensis	 
Cry4Aa2	BAA00179	 	 	Sen et al	1988	Bt israelensis HD522	 
Cry4Aa3	CAD30148	 	 	Berry et al	2002	Bt israelensis	 
Cry4Aa4	AFB18317	376008213	 	Li et al	2012	Bti BRC-LLP29	 
Cry4A-like	AAY96321	 	 	Mahalakshmi et al	2005	Bt LDC-9	insufficient sequence
Cry4Ba1	CAA30312	 	 	Chungjatpornchai et al	1988	Bt israelensis 4Q2-72	 
Cry4Ba2	CAA30114	 	 	Tungpradubkul et al	1988	Bt israelensis	 
Cry4Ba3	AAA22337	 	 	Yamamoto et al	1988	Bt israelensis	 
Cry4Ba4	BAA00178	 	 	Sen et al	1988	Bt israelensis HD522	 
Cry4Ba5	CAD30095	 	 	Berry et al	2002	Bt israelensis	 
Cry4Ba-like	ABC47686	 	 	Mahalakshmi et al	2005	Bt LDC-9	insufficient sequence
Cry4Ca1	EU646202	194396263	194396262	Shu et al	2011	Bt Y41	 
Cry4Ca2	KM053252	 	 	Punwar et al	2016	Bt SK700	 
Cry4Cb1	FJ403208	234203282	234203281	Zhu et al	2010	Bt HS18-1	 
Cry4Cb2	FJ597622	256033943	256033942	Zhu et al	2011	Bt Ywc2-8	 
Cry4Cb3	AHG25301	 	 	Zhang et al	2014	Bt S2160-1	 
Cry4Cc1	FJ403207	234203244	234203243	Zhu et al	2011	Bt MC28	 
Cry5Aa1	AAA67694	 	 	Narva et al	1994	Bt darmstadiensis PS17	 
Cry5Ab1	AAA67693	 	 	Narva et al	1991	Bt darmstadiensis PS17	 
Cry5Ac1	I34543	 	 	Payne et al	1997	 	DNA sequence only
Cry5Ad1	ABQ82087	 	 	Lenane et al	2007	Bt L366	 
Cry5Ba1	AAA68598	 	 	Foncerrada & Narva	1997	Bt PS86Q3	 
Cry5Ba2	ABW88931	 	 	Guo et al	2008	YBT 1518	 
Cry5Ba3	AFJ04417	386277681	386277680	Wang et al	2012	Bt zjfc85	 
Cry5Ca1	HM461869	 	328833584	Geng et al	2010	Sbt003	 
Cry5Ca2	ZP_04123426	228961871	 	Read et al	2010	Bt T13001	 
Cry5Da1	HM461870	 	328833586	Geng et al	2010	Sbt003	 
Cry5Da2	ZP_04123980	228962686	 	Read et al	2010	Bt T13001	 
Cry5Ea1	HM485580	 	339186758	Sun et al	2010	Sbt003	No NCBI link Jan 18
Cry5Ea2	ZP_04124038	228962776	 	Read et al	2010	Bt T13001	 
Cry6Aa1	AAA22357	 	 	Narva et al	1993	Bt PS52A1	 
Cry6Aa2	AAM46849	 	 	Bai et al	2001	YBT 1518	 
Cry6Aa3	ABH03377	 	 	Jia et al	2006	Bt 96418	 
Cry6Ba1	AAA22358	 	 	Narva et al	1991	Bt PS69D1	 
Cry7Aa1	AAA22351	 	 	Lambert et al	1992	Bt galleriae PGSI245	 
Cry7Aa2	MK840959	 	 	Fernández et al	2019	Bt BM311.1	No NCBI link May 19
Cry7Ab1	AAA21120	 	 	Narva & Fu	1994	Bt dakota HD511	 
Cry7Ab2	AAA21121	 	 	Narva & Fu	1994	Bt kumamotoensis 867	 
Cry7Ab3	ABX24522	 	 	Song et al	2008	Bt WZ-9	 
Cry7Ab4	EU380678	170877973	 	Deng et al	2011	Bt HQ122	 
Cry7Ab5	ABX79555	 	 	Aguirre-Arzola et al	2008	Bt monterrey GM-33	 
Cry7Ab6	ACI44005	 	 	Deng et al	2008	Bt HQ122	 
Cry7Ab7	ADB89216	 	 	Wang et al	2010	Bt GW6	 
Cry7Ab8	GU145299	 	 	Feng & Guo	2009	 	 
Cry7Ab9	ADD92572	 	 	Li et al	2010	Bt QG-121	 
Cry7Ac1	KJ789922	 	 	Sun et al	2014	Bt QZL20-1	 
Cry7Ba1	ABB70817	 	 	Zhang et al	2006	Bt huazhongensis	 
Cry7Bb1	KC156653	 	 	Sampson et al	2012	ARP013	 
Cry7Ca1	ABR67863	 	 	Gao et al	2007	Bt BTH-13	 
Cry7Cb1	KC156698	 	 	Sampson et al	2012	ARP269	 
Cry7Da1	ACQ99547	 	 	Yi et al	2009	Bt LH-2	 
Cry7Da2	HM572236	 	328751616	Shu et al	2010	 	No NCBI link Jan 18
Cry7Da3	KC156679	 	 	Sampson et al	2012	ARP140	 
Cry7Ea1	HM035086	 	327505546	Geng et al	2010	Sbt009	 
Cry7Ea2	HM132124	 	327359579	Mao et al	2010	HD868(D8)	 
Cry7Ea3	EEM19403	 	 	Read et al	2010	BGSC 4Y1	 
Cry7Fa1	HM035088	 	327505550	Geng et al	2010	SBt009	 
Cry7Fa2	EEM19090	 	 	Read et al	2010	BGSC 4Y1	 
Cry7Fb1	HM572235	 	328751614	Shu et al	2010	Bt	No NCBI link Jan 18
Cry7Fb2	KC156682	 	 	Sampson et al	2012	ARP162	 
Cry7Fb3	HM572235	 	 	Qiao Li et al	2014	 	No NCBI link Jan 18
Cry7Ga1	HM572237	 	328751618	Shu et al	2010	Bt	No NCBI link Jan18
Cry7Ga2	KC156669	 	 	Sampson et al	2012	ARP103	 
Cry7Gb1	KC156650	 	 	Sampson et al	2012	ARP011	 
Cry7Gc1	KC156654	 	 	Sampson et al	2012	ARP012	 
Cry7Gd1	KC156697	 	 	Sampson et al	2012	ARP271	 
Cry7Ha1	KC156651	 	 	Sampson et al	2012	ARP021	 
Cry7Ia1	KC156665	 	 	Sampson et al	2012	ARP112	 
Cry7Ja1	KC156671	 	 	Sampson et al	2012	ARP114	 
Cry7Ka1	KC156680	 	 	Sampson et al	2012	ARP171	 
Cry7Kb1	BAM99306	 	 	Takebe & Azuma	2013	Bt dakota	 
Cry7La1	BAM99307	 	 	Takebe & Azuma	2013	Bt dakota	 
Cry8Aa1	AAA21117	 	 	Narva & Fu	1992	Bt kumamotoensis	 
Cry8Ab1	EU044830	 	 	Cheng et al	2007	Bt B-JJX	 
Cry8Ac1	KC156662	 	 	Sampson et al	2012	ARP068	 
Cry8Ad1	KC156684	 	 	Sampson et al	2012	ARP215	 
Cry8Ba1	AAA21118	 	 	Narva & Fu	1993	Bt kumamotoensis	 
Cry8Bb1	CAD57542	 	 	Abad et al	2002	 	 
Cry8Bc1	CAD57543	 	 	Abad et al	2002	 	 
Cry8Ca1	AAA21119	 	 	Sato et al.	1995	Bt japonensis Buibui	 
Cry8Ca2	AAR98783	 	 	Shu et al	2004	Bt HBF-1	 
Cry8Ca3	EU625349	194272339	194272338	Du et al	2011	Bt FTL-23	 
Cry8Ca4	ADB54826	 	 	Li et al	2010	Bt S185	 
Cry8Ca5	MK167020	 	 	Ni et al	2018	Bt BJH500	No NCBI link Dec 18
Cry8Da1	BAC07226	 	 	Asano et al	2002	Bt galleriae	 
Cry8Da2	BD133574	 	 	Asano et al	2002	Bt	DNA sequence only
Cry8Da3	BD133575	 	 	Asano et al	2002	Bt	DNA sequence only
Cry8Db1	BAF93483	 	 	Yamaguchi et al	2007	Bt BBT2-5	 
Cry8Ea1	AAQ73470	 	 	Fuping et al	2003	Bt 185	 
Cry8Ea2	EU047597	 	 	Liu et al	2007	Bt B-DLL	 
Cry8Ea3	KC855216	 	 	Wang et la	2015	Bt GWL	 
Cry8Ea4	AGM16383	 	 	Sun et al	2013	QZL144-1	 
Cry8Ea5	AGM16384	 	 	Sun et al	2013	QZL144-4	 
Cry8Ea6	KT692742	 	 	Kunli Zhao	2015	ZK1	 
Cry8Fa1	AAT48690	 	 	Shu et al	2004	Bt 185	also AAW81032
Cry8Fa2	HQ174208	307697880	 	Zang et al	2010	Bt DLL	 
Cry8Fa3	AFH78109	 	 	Su et al	2012	Bt L-27	 
Cry8Fa4	AGM16382	 	 	Sun et al	2013	QHW7-2	 
Cry8Ga1	AAT46073	 	 	Shu et al	2004	Bt HBF-18	 
Cry8Ga2	ABC42043	 	 	Yan et al	2008	Bt 145	 
Cry8Ga3	FJ198072	 	 	Sun et al	2010	Bt FCD114	 
Cry8Ha1	AAW81032	 	 	Fuping et al	2011	Bt 185	 
Cry8Hb1	KP713881	 	 	Izumi et al	2015	Bt	 
Cry8Ia1	EU381044	170317962	170317961	Yan et al	2008	Bt su4	 
Cry8Ia2	GU073381	 	309274395	Lixin Du et al	2012	Bt HW-11	 
Cry8Ia3	HM044664	 	328833556	Ming Sun	2010	Sbt030	 
Cry8Ia4	KC156674	 	 	Sampson et al	2012	ARP124	 
Cry8Ib1	GU325772	 	314998609	Ming Sun	2012	Bt F4	 
Cry8Ib2	KC156677	 	 	Sampson et al	2012	ARP135	 
Cry8Ib3	AHG25076	 	 	Li et al	2014	Bt TS3	 
Cry8Ja1	EU625348	194272337	194272336	Du et al	2011	Bt FPT-2 	 
Cry8Ka1	FJ422558	237506871	237506870	Oliveira et al	2011	 	 
Cry8Ka2	ACN87262	 	 	Noguera & Ibarra	2009	Bt kenyae	 
Cry8Ka3	AGM16381	 	 	Sun et al	2013	QHW7-2	 
Cry8Kb1	HM123758	 	310616446	Zhu et al	2010	ST8	 
Cry8Kb2	KC156675	 	 	Sampson et al	2012	ARP158	 
Cry8Kb3	AHN91996	 	 	Navas et al 	2014	INTA Fr7-4	 
Cry8La1	GU325771	314998608	314998607	Ming Sun et al	2012	Bt F4	 
Cry8Ma1	 	 	328833558	Geng et al	2010	Sbt016	No NCBI link Jan 18
Cry8Ma2	EEM86551	 	 	Read et al	2010	BGSC 4CC1	 
Cry8Ma3	HM210574	 	305430488	Mao et al	2010	NARC Bt17 (C6)	 
Cry8Na1	HM640939	302141260	302141259	Li et al	2011	BtQ52-7	 
Cry8Pa1	HQ388415	 	319769150	Qiao Li	2010	Bt ST8	 
Cry8Pa2	HQ413324	 	 	Mao et al	2013	Bt QCM(T1)	 
Cry8Pa3	AHN91995	 	 	Navas et al	2014	INTA Fr7-4	 
Cry8Qa1	HQ441166	 	321266472	Liang et al	2010	Bt ST8	 
Cry8Qa2	KC152468	 	 	Amadio et al	2012	Bt INTA Fr7-4	 
Cry8Ra1	AFP87548	400653691	 	Ben-Dov et al	2012	Bt R36	 
Cry8Sa1	JQ740599	 	 	Singaravelu et al	2016	Bt Strain 62	 
Cry8Ta1	KC156673	 	 	Sampson et al	2012	ARP110	 
Cry8-like	FJ770571	 	 	Noguera & Ibarra	2009	Bt canadensis	DNA sequence only
Cry8-like	ABS53003	 	 	Mangena et al	2007	Bt 	 
Cry9Aa1	CAA41122	 	 	Shevelev et al	1991	Bt galleriae	 
Cry9Aa2	CAA41425	 	 	Gleave et al	1992	Bt DSIR517	 
Cry9Aa3	ADE60735	 	293652149	Su et al	2012	Bt SC5(D2)	 
Cry9Aa4	GQ249294	 	293652151	Su et al	2012	Bt T03C001	 
Cry9Aa5	JX174110	 	 	Naimov et al	2012	BGSN1	 
Cry9Aa like	AAQ52376	 	 	Baum et al	2003	 	incomplete sequence
Cry9Ba1	CAA52927	 	 	Shevelev et al	1993	Bt galleriae	 
Cry9Ba2	GU299522	 	 	Zhao et al	2010	Bt B-SC5	 
Cry9Bb1	AAV28716	 	 	Silva-Werneck et al	2004	Bt japonensis	 
Cry9Ca1	CAA85764	 	 	Lambert et al	1996	Bt tolworthi 	 
Cry9Ca2	AAQ52375	 	 	Baum et al	2003	 	 
Cry9Cb1	MK005301	 	 	Shu et al	2018	 	No NCBI link Dec 2018
Cry9Da1	BAA19948	 	 	Asano	1997	Bt japonensis N141	 
Cry9Da2	AAB97923	 	 	Wasano & Ohba	1998	Bt japonensis 	 
Cry9Da3	ADE60737	 	293652153	Su et al	2012	Bt SC5 (D2)	 
Cry9Da4	GQ249297	 	293652157	Su et al	2012	Bt T03B001	 
Cry9Db1	AAX78439	 	 	Flannagan & Abad	2005	Bt kurstaki DP1019	 
Cry9Dc1	KC156683	 	 	Sampson et al	2012	ARP168	 
Cry9Ea1	BAA34908	 	 	Midoh & Oyama	1998	Bt aizawai SSK-10	 
Cry9Ea2	AAO12908	 	 	Li et al	2001	Bt B-Hm-16	 
Cry9Ea3	ABM21765	 	 	Lin et al	2006	Bt lyA	 
Cry9Ea4	ACE88267	 	 	Zhu et al	2008	Bt ywc5-4	 
Cry9Ea5	ACF04743	 	 	Zhu et al	2008	Bts	 
Cry9Ea6	ACG63872 	 	 	Liu & Guo	2008	Bt 11	 
Cry9Ea7	FJ380927	 	 	Sun et al	2009	Bt 4	 
Cry9Ea8	GQ249292	 	293652147	Su et al	2012	Bt SC5(E8)	 
Cry9Ea9	JN651495	 	 	Li et al	2015	Bt LTS-7	 
Cry9Ea10	KT692743	 	 	Kunli Zhao	2015	ZK2	 
Cry9Ea11	MK391633	 	 	Baranek et al	2019	Bt MPU B9	 
Cry9Eb1	CAC50780	 	 	Arnaut et al	2001	 	 
Cry9Eb2	GQ249298	 	293652159	Su et al	2012	Bt T23001	 
Cry9Eb3	KC156646	 	 	Sampson et al	2012	ARP057	 
Cry9Ec1	AAC63366	 	 	Wasano et al	2003	Bt galleriae	 
Cry9Ed1	AAX78440	 	 	Flannagan & Abad	2005	Bt kurstaki DP1019	 
Cry9Ee1	GQ249296	 	293652155	Su et al	2009	Bt T03B001	 
Cry9Ee2	KC156664	 	 	Sampson et al	2012	ARP095	 
Cry9Fa1	KC156692	 	 	Sampson et al	2012	ARP212	 
Cry9Ga1	KC156699	 	 	Sampson et al	2012	ARP188	 
Cry9-like	AAC63366	 	 	Wasano et al	1998	Bt galleriae	insufficient sequence
Cry10Aa1	AAA22614	 	 	Thorne et al	1986	Bt israelensis	 
Cry10Aa2	E00614	 	 	Aran & Toomasu	1996	Bt israelensis ONR-60A	DNA sequence only
Cry10Aa3	CAD30098	 	 	Berry et al	2002	Bt israelensis	 
Cry10Aa4	AFB18318	 	 	Li et al	2012	Bti BRC-LLP29	 
Cry10A-like	DQ167578	 	 	Mahalakshmi et al	2006	Bt LDC-9	incomplete sequence
Cry11Aa1	AAA22352	 	 	Donovan et al	1988	Bt israelensis	 
Cry11Aa2	AAA22611	 	 	Adams et al	1989	Bt israelensis	 
Cry11Aa3	CAD30081	 	 	Berry et al	2002	Bt israelensis	 
Cry11Aa4	AFB18319	 	 	Li et al	2012	Bti BRC-LLP29	 
Cry11Aa5	MH253686	 	 	Ping Song	2018	 	 
Cry11Aa-like	DQ166531	 	 	Mahalakshmi et al	2007	Bt LDC-9 	incomplete sequence
Cry11Ba1	CAA60504	 	 	Delecluse et al	1995	Bt jegathesan 367	 
Cry11Bb1	AAC97162	 	 	Orduz et al	1998	Bt medellin	 
Cry11Bb2	HM068615	 	 	Melnikov et al	2010	Bt K34	 
Cry12Aa1	AAA22355	 	 	Narva et al	1991	Bt PS33F2	 
Cry13Aa1	AAA22356	 	 	Narva et al	1992	Bt PS63B	 
Cry13Aa2	CP015350	 	 	Hollensteiner et al	2016	Bt MYBT18246	 
Cry14Aa1	AAA21516	 	 	Narva et al	1994	Bt sotto PS80JJ1	 
Cry14Ab1	KC156652	 	 	Sampson et al	2012	ARP001	 
Cry15Aa1	AAA22333	 	 	Brown & Whiteley	1992	Bt thompsoni	 
Cry16Aa1	CAA63860	 	 	Barloy et al	1996	Cb malaysia CH18	 
Cry17Aa1	CAA67841	 	 	Barloy et al	1998	Cb malaysia CH18	 
Cry18Aa1	CAA67506	 	 	Zhang et al	1997	Paenibacillus popilliae	 
Cry18Ba1	AAF89667	 	 	Patel et al	1999	Paenibacillus popilliae	 
Cry18Ca1	AAF89668	 	 	Patel et al	1999	Paenibacillus popilliae	 
Cry19Aa1	CAA68875	 	 	Rosso & Delecluse	1996	Bt jegathesan 367	 
Cry19Ba1	BAA32397	 	 	Hwang et al	1998	Bt higo	 
Cry19Ca1	AFM37572	 	 	Soufiane & Cote	2012	BGSC 4CE1	 
Cry20Aa1	AAB93476	 	 	Lee & Gill	1997	Bt fukuokaensis	 
Cry20Ba1	ACS93601	 	 	Noguera & Ibarra	2009	Bt higo LBIT-976	 
Cry20Ba2	KC156694	 	 	Sampson et al	2012	ARP192	 
Cry20-like	GQ144333	 	 	Yi et al	2009	Bt Y-5	DNA sequence only
Cry21Aa1	I32932	 	 	Payne et al	1996	 	DNA sequence only
Cry21Aa2	I66477	 	 	Feitelson	1997	 	DNA sequence only
Cry21Aa3	MF893204	 	 	Ibarra et al	2017	 	 
Cry21Ba1	BAC06484	 	 	Sato & Asano	2002	Bt roskildiensis	 
Cry21Ca1	JF521577	 	 	Liu et al	2013	 	 
Cry21Ca2	KC156687	 	 	Sampson et al	2012	ARP258	 
Cry21Da1	JF521578	 	 	Liu et al	2011	Sbt072	 
Cry21Ea1	KC865049	 	 	Ming Sun	2013	 	No NCBI link Jan 18
Cry21Fa1	KF701307	 	 	Iatsenko et al	2013	DB27	 
Cry21Ga1	KF771885	 	 	Iatsenko et al	2013	DB27	 
Cry21Ha1	KF771886	 	 	Iatsenko et al	2013	DB27	 
Cry22Aa1	I34547	 	 	Payne et al	1997	 	DNA sequence only
Cry22Aa2	CAD43579	 	 	Isaac et al	2002	Bt	 
Cry22Aa3	ACD93211	 	 	Du et al	2008	Bt FZ-4	 
Cry22Ab1	AAK50456	 	 	Baum et al	2000	Bt EG4140	 
Cry22Ab2	CAD43577	 	 	Isaac et al	2002	Bt	 
Cry22Ba1	CAD43578	 	 	Isaac et al	2002	Bt	 
Cry22Bb1	KC156672	 	 	Sampson et al	2012	ARP148	 
Cry23Aa1	AAF76375	 	 	Donovan et al	2000	Bt	Binary with Cry37Aa1
Cry24Aa1	AAC61891	 	 	Kawalek and Gill	1998	Bt jegathesan	 
Cry24Ba1	BAD32657	 	 	Ohgushi et al	2004	Bt sotto	 
Cry24Ca1	CAJ43600	 	 	Beron & Salerno	2005	Bt FCC-41	 
Cry24Da1	KJ439561	 	 	Jihen Elleuch	2016	BLB32	 
Cry25Aa1	AAC61892	 	 	Kawalek and Gill	1998	Bt jegathesan	 
Cry26Aa1	AAD25075	 	 	Wojciechowska et al 	1999	Bt finitimus B-1166	 
Cry27Aa1	BAA82796	 	 	Saitoh	1999	Bt higo	 
Cry28Aa1	AAD24189	 	 	Wojciechowska et al	1999	Bt finitimus B-1161	 
Cry28Aa2	AAG00235	 	 	Moore and Debro	2000	Bt finitimus	 
Cry29Aa1	CAC80985	 	 	Delecluse et al	2000	Bt medellin	 
Cry29Ba1	KC865046	 	 	Ming Sun	2013	 	No NCBI link Jan 18
Cry30Aa1	CAC80986	 	 	Delecluse et al	2000	Bt medellin	 
Cry30Ba1	BAD00052	 	 	Ito et al	2003	Bt entomocidus	 
Cry30Ca1	BAD67157	 	 	Ohgushi et al	2004	Bt sotto	 
Cry30Ca2	ACU24781	 	 	Sun and Park	2009	Bt jegathesan 367	 
Cry30Da1	EF095955	 	 	Shu et al	2006	Bt Y41	 
Cry30Db1	BAE80088	 	 	Kishida et al	2006	Bt aizawai BUN1-14	 
Cry30Ea1	ACC95445	 	 	Fang et al	2007	Bt S2160-1	 
Cry30Ea2	FJ499389	237688240	237688239	Zhu et al	2011	Bt Ywc2-8	 
Cry30Ea3	FJ527836	 	 	Zhu et al	2011	Bt Hs18-1	 
Cry30Ea4	KJ740649	 	 	Yu et al	2015	BN15-6	 
Cry30Fa1	ACI22625 	 	 	Tan et al	2008	Bt MC28	 
Cry30Ga1	ACG60020	 	 	Zhu et al	2008	Bt HS18-1	 
Cry30Ga2	HQ638217	320383831	320383830	Tian et al	2010	Bt S2160-1	 
Cry31Aa1	BAB11757	 	 	Saitoh & Mizuki	2000	Bt 84-HS-1-11	 
Cry31Aa2	AAL87458	 	 	Jung and Cote	2000	Bt M15	 
Cry31Aa3	BAE79808	 	 	Uemori et al	2006	Bt B0195	 
Cry31Aa4	BAF32571	 	 	Yasutake et al	2006	Bt 79-25	 
Cry31Aa5	BAF32572	 	 	Yasutake et al	2006	Bt 92-10	 
Cry31Aa6	BAI44026	 	 	Nagamatsu et al	2010	M019	 
Cry31Ab1	BAE79809	 	 	Uemori et al	2006	Bt B0195	 
Cry31Ab2	BAF32570	 	 	Yasutake et al	2006	Bt 31-5	 
Cry31Ac1	BAF34368	 	 	Yasutake et al	2006	Bt 87-29	 
Cry31Ac2	AB731600	 	 	Hayakawa et al	2012	Bt B0462	 
Cry31Ad1	BAI44022	 	 	Nagamatsu et al	2010	Bt MO19	 
Cry31Ad2	AGO57767	 	 	Ammonsa & Rampersad	2013	Bt 64-1-94	 
Cry32Aa1	AAG36711	 	 	Balasubramanian et al	2001	Bt yunnanensis	 
Cry32Aa2	GU063849	 	308445182	Lixin Du et al	2012	Bt FBG-1	 
Cry32Ab1	GU063850	 	308445184	Lixin Du et al	2012	Bt FZ-2	 
Cry32Ba1	BAB78601	 	 	Takebe et al	2001	Bt	 
Cry32Ca1	BAB78602	 	 	Takebe et al	2001	Bt	 
Cry32Cb1	KC156708	 	 	Sampson et al	2012	ARP227	 
Cry32Da1	BAB78603	 	 	Takebe et al	2001	Bt	 
Cry32Ea1	GU324274	 	301299156	Du et al	2010	Bt HYD-3	 
Cry32Ea2	KC156686	 	 	Sampson et al	2012	ARP239	 
Cry32Eb1	KC156663	 	 	Sampson et al	2012	ARP092	 
Cry32Fa1	KC156656	 	 	Sampson et al	2012	ARP055	 
Cry32Ga1	KC156657	 	 	Sampson et al	2012	ARP052	 
Cry32Ha1	KC156661	 	 	Sampson et al	2012	ARP076	 
Cry32Hb1	KC156666	 	 	Sampson et al	2012	ARP096	 
Cry32Ia1	KC156667	 	 	Sampson et al	2012	ARP104	 
Cry32Ja1	KC156685	 	 	Sampson et al	2012	ARP262	 
Cry32Ka1	KC156688	 	 	Sampson et al	2012	ARP259	 
Cry32La1	KC156689	 	 	Sampson et al	2012	ARP203	 
Cry32Ma1	KC156690	 	 	Sampson et al	2012	ARP256	 
Cry32Mb1	KC156704	 	 	Sampson et al	2012	ARP242	 
Cry32Na1	KC156691	 	 	Sampson et al	2012	ARP179	 
Cry32Oa1	KC156703	 	 	Sampson et al	2012	ARP218	 
Cry32Pa1	KC156705	 	 	Sampson et al	2012	ARP277	 
Cry32Qa1	KC156706	 	 	Sampson et al	2012	ARP174	 
Cry32Ra1	KC156707	 	 	Sampson et al	2012	ARP229	 
Cry32Sa1	KC156709	 	 	Sampson et al	2012	ARP185	 
Cry32Ta1	KC156710	 	 	Sampson et al	2012	ARP220	 
Cry32Ua1	KC156655	 	 	Sampson et al	2012	ARP050	 
Cry32Va1	WP_029439076	657628327	 	Liu et al	2014	LM1212	 
Cry32Wa1	WP_029439213.1	657628503	 	Liu et al	2014	LM1212	 
Cry32Wa2	AHN52957	 	 	Palma et al	2014	Bt B3	 
Cry32Xa1	KX094974	 	 	Ganhui Huang	2016	 	No NCBI link Jan 18
Cry32Ya1	KX094973	 	 	Ganhui Huang	2016	 	No NCBI link Jan 18
Cry33Aa1	AAL26871	 	 	Kim et al	2001	Bt dakota	 
Cry34Aa1	AAG50341	 	 	Ellis et al	2001	Bt PS80JJ1	Binary with Cry35Aa1
Cry34Aa2	AAK64560	 	 	Rupar et al	2001	Bt EG5899	Binary with Cry35Aa2
Cry34Aa3	AAT29032	 	 	Schnepf et al	2004	Bt PS69Q	Binary with Cry35Aa3
Cry34Aa4	AAT29030	 	 	Schnepf et al	2004	Bt PS185GG	Binary with Cry35Aa4
Cry34Ab1	AAG41671	 	 	Moellenbeck et al	2001	Bt PS149B1	Binary with Cry35Ab1
Cry34Ac1	AAG50118	 	 	Ellis et al	2001	Bt PS167H2	Binary with Cry35Ac1
Cry34Ac2	AAK64562	 	 	Rupar et al	2001	Bt EG9444	Binary with Cry35Ab2
Cry34Ac3	AAT29029	 	 	Schnepf et al	2004	Bt KR1369	Binary with Cry35Ab3
Cry34Ba1	AAK64565	 	 	Rupar et al	2001	Bt EG4851	Binary with Cry35Ba1
